bt	direction	reaction	envipath_url
3670	f	3470	R06785
2690.1	f	3470	R06785
3667	f	3470	R06785
4215	f	3471	R06786
4215	f	3472	R06787
3573	f	3508	R06830
3501	f	3508	R06830
3670	f	3510	R06832
2690.1	f	3510	R06832
3667	f	3510	R06832
4224.1	f	3511	R06833
2218	f	3513	R06835
2218	f	3515	R06838
4224.1	f	3516	R06839
1278	f	3517	R06840
3673	f	3518	R06846
3673	f	3519	R06847
4215	f	3520	R06851
4312	f	3525	R06857
3670	f	3525	R06857
2690.1	f	3525	R06857
3667	f	3525	R06857
4141	f	3531	R06870
4141	f	3532	R06871
3674	f	3533	R06876
3674	f	3534	R06877
3674	f	3535	R06878
3674	f	3536	R06879
3862	f	3537	R06883
3924	f	3538	R06884
141	f	3539	R06885
1376	f	3540	R06886
3862	f	3541	R06888
3805	f	3543	R06890
3673	f	3544	R06891
3824	f	3545	R06892
2218	f	3546	R06893
1129	f	3547	R06896
3858	f	3548	R06897
3524	f	3551	R06905
3859	f	3552	R06906
3673	f	3553	R06907
2690.3	f	3556	R06910
2690.2	f	3556	R06910
4149	f	3558	R06912
1196	f	3560	R06914
4170	f	3561	R06915
3571	f	3562	R06916
3568	f	3563	R06917
1196	f	3564	R06918
2690.3	f	3566	R06920
2690.2	f	3566	R06920
4149	f	3568	R06922
1196	f	3570	R06924
3151	f	3571	R06925
3571	f	3572	R06926
3568	f	3573	R06927
1196	f	3574	R06928
2690.3	f	3576	R06931
2690.2	f	3576	R06931
4149	f	3578	R06933
1196	f	3580	R06935
4170	f	3581	R06936
4170	f	3583	R06939
4013	f	3584	R06940
3907	f	3584	R06940
3673	f	3585	R06941
3859	f	3586	R06942
1196	f	3594	R06957
3930	f	3598	R06966
3929	f	3599	R06967
3929	f	3600	R06969
3929	f	3601	R06970
3929	f	3602	R06971
2451	f	3603	R06972
1196	f	3610	R06980
1129	f	3613	R06985
2982	f	3614	R06987
3718	f	3615	R06988
2173	f	3622	R07013
2173	f	3623	R07014
2690.3	f	3624	R07015
2690.2	f	3624	R07015
2173	f	3629	R07027
2173	f	3630	R07031
2173	f	3632	R07036
2173	f	3633	R07037
2173	f	3639	R07044
2173	f	3640	R07045
3805	f	3644	R07054
3673	f	3646	R07058
2173	f	3655	R07071
2173	f	3656	R07072
2173	f	3658	R07082
3745	f	3662	R07089
3673	f	3669	R07104
2173	f	3672	R07108
2173	f	3673	R07109
2173	f	3674	R07110
2173	f	3675	R07111
2173	f	3679	R07121
2173	f	3680	R07122
3673	f	3686	R07136
3673	f	3687	R07137
3673	f	3688	R07138
3673	f	3690	R07141
3673	f	3691	R07142
3673	f	3695	R07147
3673	f	3697	R07151
1196	f	3699	R07156
3938	f	3700	R07164
3938	f	3701	R07165
3938	f	3703	R07170
3707	f	3715	R07191
3745	f	3716	R07194
4163.2	f	3722	R07221
4141	f	3753	R07280
4141	f	3761	R07298
4013	f	3762	R07300
4013	f	3763	R07301
4013	f	3765	R07303
3907	f	3765	R07303
3744	f	3768	R07311
2218	f	3786	R07342
4141	f	3801	R07394
4141	f	3802	R07395
3938	f	3805	R07400
4013	f	3806	R07402
3573	f	3809	R07406
3501	f	3809	R07406
3938	f	3815	R07415
1196	f	3817	R07417
1196	f	3818	R07418
4013	f	3819	R07419
1129	f	3821	R07429
2218	f	3824	R07433
4215	f	3825	R07436
4215	f	3827	R07440
1196	f	3828	R07441
1196	f	3829	R07442
3673	f	3830	R07444
1129	f	3832	R07447
3804	f	3833	R07448
3673	f	3834	R07449
4150	f	3841	R07471
1129	f	3847	R07483
1129	f	3849	R07487
1129	f	3850	R07488
1129	f	3852	R07492
1129	f	3853	R07493
1129	f	3856	R07498
1129	f	3857	R07499
1129	f	3864	R07507
2218	f	3867	R07513
3077	f	3868	R07515
3078	f	3868	R07515
3803	f	3886	R07554
3803	f	3887	R07556
4141	f	3889	R07582
4141	f	3890	R07583
2173	f	3892	R07597
3938	f	3893	R07598
2173	f	3898	R07627
4013	f	3899	R07629
3501	f	3909	R07650
4013	f	3918	R07662
3907	f	3918	R07662
3411	f	3919	R07663
3571	f	3921	R07665
1196	f	3922	R07666
1196	f	3923	R07667
4141	f	3929	R07674
2218	f	3934	R07680
4173	f	3935	R07682
4173	f	3936	R07683
4173	f	3941	R07698
4173	f	3942	R07699
4171	f	3943	R07700
2690.3	f	3948	R07705
2690.2	f	3948	R07705
4168	f	3949	R07706
3707	f	3950	R07709
3707	f	3951	R07710
4215	f	3952	R07711
3718	f	3963	R07730
1206	f	3965	R07734
1129	f	3980	R07761
3674	f	3987	R07781
3456	f	3988	R07782
4171	f	3989	R07793
3674	f	3990	R07794
3670	f	3999	R07804
2690.1	f	3999	R07804
3667	f	3999	R07804
4215	f	4000	R07826
3442	f	4003	R07829
3577	f	4005	R07831
4292	f	4013	R07855
3673	f	4038	R07890
3673	f	4042	R07894
3673	f	4046	R07898
3673	f	4078	R07936
4136	f	4082	R07942
3938	f	4083	R07943
3673	f	4087	R07952
3938	f	4089	R07954
4301	f	4089	R07954
3938	f	4090	R07955
4301	f	4090	R07955
3938	f	4091	R07956
4301	f	4091	R07956
3938	f	4092	R07957
4301	f	4092	R07957
3938	f	4093	R07958
4301	f	4093	R07958
3938	f	4094	R07959
3938	f	4095	R07960
3938	f	4096	R07961
4301	f	4096	R07961
3938	f	4097	R07962
4301	f	4097	R07962
3938	f	4098	R07963
3938	f	4099	R07964
3938	f	4100	R07965
3938	f	4101	R07966
3938	f	4102	R07967
4301	f	4102	R07967
3938	f	4103	R07968
4301	f	4103	R07968
3938	f	4104	R07969
4301	f	4104	R07969
3938	f	4105	R07970
4301	f	4105	R07970
3938	f	4106	R07971
3938	f	4107	R07972
3938	f	4108	R07973
4301	f	4108	R07973
3938	f	4109	R07974
4301	f	4109	R07974
3938	f	4110	R07975
4301	f	4110	R07975
3938	f	4111	R07976
4301	f	4111	R07976
4136	f	4112	R07977
4136	f	4113	R07978
4136	f	4114	R07979
3673	f	4123	R07998
3673	f	4124	R07999
1206	f	4132	R08016
1206	f	4133	R08018
1206	f	4134	R08019
1206	f	4137	R08035
1206	f	4139	R08043
4013	f	4147	R08060
3907	f	4147	R08060
3568	f	4152	R08083
3568	f	4153	R08084
3568	f	4154	R08085
1196	f	4155	R08086
3943	f	4158	R08090
3394	f	4158	R08090
3545	f	4159	R08091
3859	f	4161	R08093
3673	f	4162	R08094
3545	f	4163	R08095
3670	f	4171	R08105
2690.1	f	4171	R08105
3667	f	4171	R08105
3469.1	f	4175	R08111
2685	f	4175	R08111
3469.1	f	4177	R08113
2685	f	4177	R08113
4224.1	f	4178	R08114
4224.1	f	4179	R08115
3668	f	4182	R08118
3469.1	f	4187	R08123
2685	f	4187	R08123
3924	f	4194	R08142
3924	f	4195	R08143
4141	f	4196	R08144
1196	f	4197	R08146
2218	f	4199	R08149
2218	f	4200	R08150
3673	f	4230	R08194
3673	f	4234	R08198
3568	f	4239	R08204
4150	f	4240	R08205
1196	f	4242	R08211
4013	f	4250	R08227
3564	f	4251	R08228
4141	f	4264	R08243
3938	f	4281	R08268
3938	f	4282	R08269
3805	f	4284	R08271
3938	f	4285	R08272
3805	f	4287	R08274
1196	f	4292	R08282
1196	f	4293	R08283
4013	f	4294	R08295
4013	f	4295	R08300
4165	f	4296	R08303
3580	f	4297	R08304
3568	f	4298	R08306
1196	f	4299	R08307
2173	f	4302	R08314
3564	f	4303	R08318
3938	f	4309	R08341
3938	f	4310	R08342
3938	f	4312	R08345
3938	f	4313	R08346
3938	f	4314	R08347
3938	f	4315	R08348
1196	f	4316	R08349
4013	f	4317	R08350
4013	f	4318	R08351
3568	f	4331	R08379
3568	f	4332	R08380
3568	f	4334	R08382
3568	f	4335	R08383
1196	f	4336	R08384
1196	f	4337	R08385
4141	f	4338	R08396
2218	f	4350	R08462
4141	f	4362	R08529
3673	f	4374	R08544
4141	f	4378	R08548
3568	f	4381	R08557
3568	f	4382	R08558
3673	f	4387	R08573
3648	f	4390	R08579
2218	f	4396	R08600
2218	f	4397	R08601
4141	f	4406	R08615
4141	f	4434	R08658
4141	f	4448	R08697
3805	f	4458	R08727
1129	f	4474	R08754
1129	f	4475	R08755
1129	f	4476	R08756
3568	f	4477	R08758
3568	f	4478	R08759
3079	f	4479	R08764
4163	f	4500	R08838
4013	f	4504	R08850
3805	f	4505	R08851
3673	f	4506	R08852
3805	f	4507	R08853
3673	f	4508	R08854
3673	f	4521	R08878
3673	f	4522	R08879
3673	f	4523	R08880
3673	f	4527	R08892
4013	f	4530	R08895
3568	f	4531	R08896
4141	f	4534	R08899
4013	f	4536	R08901
3568	f	4537	R08902
3568	f	4541	R08914
3568	f	4542	R08915
3673	f	4543	R08916
3673	f	4544	R08917
3673	f	4545	R08918
3673	f	4546	R08919
4150	f	4548	R08925
3673	f	4549	R08926
3805	f	4558	R08943
3673	f	4559	R08945
1129	f	4564	R08954
3673	f	4568	R08958
3673	f	4569	R08959
2218	f	4580	R08975
3573	f	4581	R08976
2218	f	4584	R08979
3673	f	4585	R08980
4141	f	4586	R08982
3805	f	4591	R08990
4141	f	4592	R08991
4141	f	4593	R08993
3673	f	4603	R09055
2218	f	4607	R09068
3568	f	4608	R09069
3568	f	4609	R09070
3938	f	4610	R09074
3938	f	4611	R09075
3938	f	4612	R09076
3938	f	4613	R09077
3501	f	4617	R09081
3501	f	4618	R09082
1196	f	4625	R09097
3805	f	4628	R09102
3673	f	4629	R09103
2218	f	4631	R09105
4013	f	4633	R09107
3924	f	4634	R09108
3568	f	4635	R09109
3924	f	4637	R09112
3568	f	4638	R09113
4185	f	4647	R09125
4013	f	4648	R09126
3907	f	4648	R09126
3670	f	4652	R09132
2690.1	f	4652	R09132
3667	f	4652	R09132
3670	f	4653	R09133
2690.1	f	4653	R09133
3667	f	4653	R09133
4224.1	f	4654	R09134
2218	f	4656	R09136
3924	f	4661	R09148
3568	f	4662	R09149
1196	f	4663	R09150
3674	f	4665	R09154
3674	f	4666	R09155
2690.4	f	4671	R09162
3151	f	4673	R09164
2798	f	4673	R09164
2173	f	4677	R09168
2690.3	f	4684	R09183
2690.2	f	4684	R09183
3805	f	4692	R09198
2690.4	f	4695	R09205
4224.2	f	4696	R09206
3151	f	4697	R09207
2798	f	4697	R09207
3151	f	4698	R09208
2798	f	4698	R09208
2173	f	4701	R09211
2690.4	f	4702	R09212
3670	f	4703	R09213
2690.1	f	4703	R09213
3667	f	4703	R09213
4224.1	f	4704	R09214
2690.4	f	4706	R09216
2218	f	4710	R09220
2218	f	4712	R09222
3674	f	4713	R09223
1129	f	4714	R09224
2218	f	4715	R09226
3670	f	4717	R09228
2690.1	f	4717	R09228
3667	f	4717	R09228
4168	f	4719	R09233
3557	f	4721	R09236
3568	f	4734	R09281
3717	f	4737	R09284
3568	f	4739	R09289
3673	f	4750	R09334
2218	f	4752	R09337
4013	f	4767	R09374
3907	f	4767	R09374
3488	f	4772	R09385
2173	f	4773	R09387
3673	f	4774	R09388
3488	f	4775	R09389
4150	f	4776	R09390
4149	f	4777	R09391
4149	f	4778	R09392
3488	f	4779	R09393
3580	f	4786	R09405
2173	f	4790	R09410
2173	f	4792	R09417
3571	f	4796	R09441
2173	f	4798	R09443
3568	f	4800	R09448
3582	f	4801	R09453
3582	f	4802	R09454
3568	f	4803	R09455
3568	f	4804	R09456
1196	f	4805	R09457
1196	f	4806	R09458
1196	f	4807	R09459
3582	f	4809	R09461
2173	f	4810	R09464
2173	f	4811	R09465
3568	f	4814	R09478
3573	f	4815	R09483
3151	f	4817	R09488
3938	f	4818	R09495
4263	f	4819	R09498
4081	f	4820	R09512
4141	f	4836	R09532
4013	f	4839	R09535
4013	f	4840	R09536
3456	f	4841	R09537
4141	f	4842	R09538
3151	f	4843	R09539
3673	f	4844	R09544
2448	f	4847	R09553
4082	f	4847	R09553
1196	f	4848	R09554
1196	f	4851	R09557
3814	f	4855	R09562
4224.1	f	4857	R09565
1382	f	4865	R09586
3456	f	4911	R09647
3456	f	4912	R09648
3456	f	4913	R09649
3456	f	4914	R09650
4013	f	4915	R09651
4013	f	4917	R09657
4159	f	4919	R09661
4141	f	4920	R09664
3456	f	4929	R09680
2218	f	4960	R09723
2218	f	4961	R09724
2844	f	4968	R09738
3583	f	4984	R09761
3583	f	4985	R09762
4141	f	4992	R09771
1196	f	4999	R09783
3814	f	5002	R09786
3151	f	5009	R09794
3151	f	5010	R09795
3319	f	5014	R09800
4013	f	5015	R09801
1196	f	5019	R09805
3568	f	5020	R09806
3568	f	5021	R09807
4170	f	5026	R09818
1196	f	5028	R09820
4141	f	5033	R09828
3938	f	5035	R09830
4141	f	5037	R09832
4141	f	5038	R09833
4141	f	5039	R09834
3361	f	5040	R09836
3803	f	5054	R09867
3803	f	5055	R09868
4013	f	5060	R09875
4141	f	5062	R09877
4141	f	5063	R09880
4141	f	5064	R09881
4141	f	5065	R09882
3568	f	5100	R09926
3568	f	5102	R09928
3673	f	5105	R09932
3673	f	5106	R09933
3805	f	5107	R09935
3564	f	5117	R09947
3564	f	5118	R09948
3564	f	5119	R09949
3564	f	5120	R09950
3673	f	5121	R09951
3673	f	5123	R09953
3673	f	5124	R09954
3673	f	5126	R09956
3673	f	5127	R09957
3573	f	5128	R09958
3564	f	5150	R09980
3673	f	5152	R09984
3673	f	5153	R09985
3673	f	5154	R09986
3673	f	5155	R09987
3673	f	5156	R09988
3673	f	5157	R09989
3938	f	5171	R10012
3673	f	5172	R10020
3673	f	5173	R10021
4215	f	5184	R10043
4150	f	5185	R10044
3803	f	5186	R10045
3577	f	5190	R10051
3673	f	5192	R10053
3938	f	5212	R10101
3938	f	5213	R10102
3938	f	5214	R10103
1196	f	5215	R10105
4187	f	5217	R10110
3673	f	5219	R10112
3673	f	5220	R10113
3673	f	5221	R10114
3568	f	5222	R10125
3568	f	5223	R10126
3568	f	5225	R10128
3673	f	5226	R10130
2218	f	5230	R10134
2218	f	5231	R10135
3673	f	5234	R10140
4150	f	5240	R10154
4150	f	5241	R10155
3673	f	5242	R10156
2982	f	5258	R10181
4141	f	5263	R10186
4141	f	5264	R10187
3673	f	5266	R10190
4141	f	5276	R10205
3568	f	5278	R10207
4266	f	5279	R10211
4141	f	5290	R10235
3814	f	5342	R10301
3568	f	5347	R10308
3673	f	5348	R10309
3673	f	5349	R10310
3673	f	5350	R10311
4141	f	5363	R10344
4141	f	5364	R10345
3805	f	5370	R10357
3673	f	5371	R10358
3580	f	5372	R10359
3580	f	5373	R10362
3580	f	5375	R10366
3803	f	5378	R10373
3859	f	5383	R10393
3859	f	5386	R10396
2218	f	5387	R10398
2218	f	5390	R10401
3568	f	5395	R10412
3673	f	5398	R10417
3673	f	5401	R10420
3673	f	5402	R10421
3673	f	5403	R10422
3673	f	5404	R10423
3575	f	5437	R10467
4141	f	5444	R10486
3673	f	5455	R10504
3673	f	5456	R10505
3673	f	5461	R10519
3673	f	5462	R10520
2218	f	5480	R10545
4141	f	5481	R10546
4141	f	5482	R10547
3673	f	5496	R10573
3361	f	5502	R10583
1196	f	5521	R10615
4141	f	5524	R10622
3943	f	5550	R10674
4013	f	5557	R10687
4013	f	5558	R10688
2218	f	5559	R10689
3673	f	5560	R10690
3577	f	5561	R10691
3859	f	5564	R10696
3026	f	5565	R10697
3673	f	5570	R10703
2218	f	5572	R10705
3673	f	5577	R10715
3673	f	5578	R10717
3568	f	5580	R10719
4215	f	5581	R10721
4141	f	5601	R10748
4013	f	5603	R10752
4013	f	5619	R10777
3673	f	5626	R10785
3673	f	5654	R10841
3673	f	5655	R10842
3673	f	5662	R10851
3568	f	5664	R10853
3673	f	5666	R10855
3673	f	5668	R10857
1196	f	5669	R10860
3583	f	5674	R10875
3580	f	5676	R10877
3501	f	5681	R10887
4013	f	5682	R10891
3673	f	5693	R10907
3673	f	5697	R10917
3673	f	5698	R10918
3673	f	5699	R10919
3859	f	5711	R10945
4141	f	5716	R10950
4141	f	5732	R10972
4141	f	5733	R10973
3744	f	5734	R10974
2218	f	5735	R10980
3568	f	5736	R10981
1196	f	5737	R10982
2218	f	5738	R10983
3568	f	5740	R10985
4013	f	5760	R11021
3673	f	5767	R11035
3673	f	5768	R11036
3707	f	5781	R11056
1129	f	5803	R11096
4141	f	5808	R11104
3673	f	5818	R11144
3673	f	5819	R11145
3673	f	5820	R11146
3673	f	5821	R11147
4141	f	5837	R11173
3938	f	5841	R11177
4141	f	5842	R11180
4013	f	5843	R11181
3854	f	5849	R11189
4013	f	5850	R11190
1196	f	5853	R11195
4170	f	5854	R11197
4170	f	5855	R11198
4141	f	5869	R11240
2218	f	5871	R11242
4141	f	5873	R11251
3577	f	5874	R11257
3673	f	5877	R11265
3568	f	5879	R11267
3568	f	5880	R11268
3568	f	5885	R11273
4141	f	5891	R11281
4013	f	5893	R11283
3568	f	5894	R11284
3673	f	5899	R11290
4013	f	5908	R11313
3907	f	5908	R11313
4141	f	5910	R11323
3530	f	5918	R11334
3673	f	5919	R11336
3673	f	5920	R11337
3568	f	5921	R11338
3673	f	5922	R11339
3673	f	5924	R11341
3673	f	5925	R11342
3707	f	5927	R11347
3707	f	5928	R11348
1196	f	5929	R11350
1196	f	5930	R11351
3151	f	5932	R11353
3673	f	5941	R11380
3568	f	5942	R11381
3805	f	5954	R11401
4141	f	5972	R11440
3582	f	5975	R11446
3924	f	5976	R11447
3582	f	5977	R11448
3361	f	5988	R11463
1129	f	5995	R11474
3673	f	6008	R11500
2218	f	6038	R11541
4141	f	6044	R11551
4013	f	6048	R11561
3938	f	6063	R11604
3456	f	6068	R11617
3673	f	6084	R11637
925	f	6086	R11639
925	f	6087	R11641
4215	f	6088	R11653
3938	f	6089	R11655
1196	f	6092	R11677
1196	f	6093	R11678
2218	f	6101	R11693
2218	f	6102	R11694
3673	f	6103	R11696
3673	f	6131	R11763
3673	f	6132	R11764
1196	f	6134	R11768
3673	f	6135	R11770
3577	f	6136	R11771
4141	f	6143	R11785
4013	f	6148	R11793
4013	f	6149	R11794
4013	f	6150	R11795
3938	f	6153	R11805
2552	f	6204	R11875
3673	f	6205	R11877
4013	f	6211	R11889
4141	f	6216	R11896
3745	f	6219	R11901
4013	f	6221	R11903
2552	f	6222	R11911
3501	f	6230	R11932
3673	f	6251	R11996
4013	f	6266	R12024
3670	f	6267	R12025
2690.1	f	6267	R12025
3667	f	6267	R12025
4141	f	6306	R12114
4141	f	6308	R12125
1129	f	6310	R12141
4187	f	6312	R12147
2218	f	6316	R12155
3673	f	6317	R12156
2218	f	6326	R12196
2218	f	6327	R12198
2218	f	6328	R12199
4141	f	6329	R12201
4141	f	6330	R12203
2218	f	6331	R12204
1196	f	6339	R12215
3938	f	6346	R12237
3673	f	6356	R12252
3673	f	6358	R12256
1196	f	6366	R12265
3573	f	6380	R12303
3501	f	6381	R12304
3501	f	6382	R12305
3501	f	6386	R12309
4180	f	6391	R12319
4263	f	6392	R12320
3564	f	6396	R12333
4141	f	6406	R12345
4141	f	6407	R12346
3924	f	6413	R12357
3568	f	6414	R12358
1196	f	6415	R12359
2218	f	6429	R12390
2218	f	6430	R12391
3673	f	6434	R12402
2218	f	6468	R12473
2218	f	6469	R12474
2218	f	6471	R12476
3673	f	6472	R12483
3673	f	6473	R12484
3151	f	6475	R12486
3673	f	6484	R12502
4013	f	6493	R12513
2218	f	6494	R12515
2218	f	6495	R12516
1129	f	6496	R12517
1129	f	6497	R12518
4141	f	6503	R12531
4141	f	6504	R12532
4141	f	6505	R12533
4141	f	6522	R12559
4141	f	6526	R12564
4141	f	6533	R12587
4141	f	6535	R12589
4141	f	6538	R12595
3573	f	6545	R12609
3501	f	6545	R12609
3573	f	6546	R12610
3501	f	6546	R12610
4215	f	6547	R12611
3564	f	6558	R12623
3564	f	6559	R12624
3564	f	6560	R12625
4013	f	6564	R12635
4141	f	6568	R12641
