auto_transient	compound	isproduct	rclass	reaction	stoichn	stoichn_corr
False	C07644	True	True	R08277	1	1
False	C07645	False	True	R08280	1	1
False	C00051	False	True	R08280	1	1
False	C11583	True	True	R08280	1	1
False	C00001	True	False	R08280	1	1
False	C07645	False	True	R08281	1	1
False	C00004	False	True	R08281	1	1
False	C00080	False	False	R08281	1	1
False	C16551	True	True	R08281	1	1
False	C00003	True	True	R08281	1	1
False	C07645	False	True	R08282	1	1
False	C00003	False	True	R08282	1	1
False	C00001	False	False	R08282	1	1
False	C07646	True	True	R08282	1	1
False	C00004	True	True	R08282	1	1
False	C00080	True	False	R08282	1	1
False	C07645	False	True	R08283	1	1
False	C00006	False	True	R08283	1	1
False	C00001	False	False	R08283	1	1
False	C07646	True	True	R08283	1	1
False	C00005	True	True	R08283	1	1
False	C00080	True	False	R08283	1	1
False	C16561	False	True	R08295	1	1
False	C00001	False	False	R08295	1	1
False	C11004	True	True	R08295	1	1
False	C11735	True	True	R08295	1	1
False	C07073	False	True	R08300	1	1
False	C00001	False	False	R08300	1	1
False	C11004	True	True	R08300	1	1
False	C16647	True	True	R08300	1	1
False	C07501	False	True	R08303	1	1
False	C00005	False	True	R08303	1	1
False	C00080	False	False	R08303	1	1
False	C00007	False	False	R08303	1	1
False	C16584	True	True	R08303	1	1
False	C00006	True	True	R08303	1	1
False	C00001	True	False	R08303	1	1
False	C07501	False	True	R08304	1	1
False	C00005	False	True	R08304	1	1
False	C00080	False	False	R08304	1	1
False	C00007	False	False	R08304	1	1
False	C16582	True	True	R08304	1	1
False	C00006	True	True	R08304	1	1
False	C00001	True	False	R08304	1	1
False	C16586	False	True	R08306	1	1
False	C00003	False	True	R08306	1	1
False	C16587	True	True	R08306	1	1
False	C00004	True	True	R08306	1	1
False	C00080	True	False	R08306	1	1
False	C16587	False	True	R08307	1	1
False	C00003	False	True	R08307	1	1
False	C00001	False	False	R08307	1	1
False	C16591	True	True	R08307	1	1
False	C00004	True	True	R08307	1	1
False	C00080	True	False	R08307	1	1
False	C16595	False	True	R08310	1	1
False	C00003	False	True	R08310	1	1
False	C16596	True	True	R08310	1	1
False	C00004	True	True	R08310	1	1
False	C00080	True	False	R08310	1	1
False	C06868	False	True	R08313	1	1
False	C00005	False	True	R08313	1	1
False	C00080	False	False	R08313	1	1
False	C00007	False	False	R08313	1	1
False	C16602	True	True	R08313	1	1
False	C00006	True	True	R08313	1	1
False	C00001	True	False	R08313	1	1
False	C07496	False	True	R08314	1	1
False	C00001	False	False	R08314	1	1
False	C07495	True	True	R08314	1	1
False	C16601	False	True	R08318	1	1
False	C16604	True	True	R08318	1	1
False	C07185	False	True	R08327	1	1
False	C00005	False	True	R08327	1	1
False	C00080	False	False	R08327	1	1
False	C00007	False	False	R08327	1	1
False	C16651	True	True	R08327	1	1
False	C00006	True	True	R08327	1	1
False	C00001	True	False	R08327	1	1
False	C00322	False	True	R08331	1	1
False	C00024	False	True	R08331	1	1
False	C00001	False	False	R08331	1	1
False	C16583	True	True	R08331	1	1
False	C00010	True	True	R08331	1	1
False	C16588	False	True	R08332	1	1
False	C00024	False	True	R08332	1	1
False	C00001	False	False	R08332	1	1
False	C16598	True	True	R08332	1	1
False	C00010	True	True	R08332	1	1
False	C07163	False	True	R08339	1	1
False	C16659	True	True	R08339	1	1
False	C16659	False	True	R08340	1	1
False	C16660	True	True	R08340	1	1
False	C08012	False	True	R08341	1	1
False	C16661	True	True	R08341	1	1
False	C16661	False	True	R08342	1	1
False	C16662	True	True	R08342	1	1
False	C07572	False	True	R08344	1	1
False	C16607	True	True	R08344	1	1
False	C16608	False	True	R08345	1	1
False	C16609	True	True	R08345	1	1
False	C07572	False	True	R08346	1	1
False	C00007	False	True	R08346	1	1
False	C00001	False	False	R08346	1	1
False	C16612	True	True	R08346	1	1
False	C00543	True	True	R08346	1	1
False	C00027	True	True	R08346	1	1
False	C16608	False	True	R08347	1	1
False	C00007	False	True	R08347	1	1
False	C00001	False	False	R08347	1	1
False	C16612	True	True	R08347	1	1
False	C00218	True	True	R08347	1	1
False	C00027	True	True	R08347	1	1
False	C16609	False	True	R08348	1	1
False	C00001	False	False	R08348	1	1
False	C00007	False	True	R08348	1	1
False	C16612	True	True	R08348	1	1
False	C00014	True	False	R08348	1	1
False	C00027	True	True	R08348	1	1
False	C16612	False	True	R08349	1	1
False	C00001	False	False	R08349	1	1
False	C00007	False	True	R08349	1	1
False	C16610	True	True	R08349	1	1
False	C00027	True	True	R08349	1	1
False	C02090	False	True	R08350	1	1
False	C00001	False	False	R08350	1	1
False	C00051	True	True	R08350	1	1
False	C05730	True	True	R08350	1	1
False	C16567	False	True	R08351	1	1
False	C00001	False	False	R08351	1	1
False	C00051	True	True	R08351	1	1
False	C16566	True	True	R08351	1	1
False	C00002	False	True	R08352	1	1
False	C00051	False	True	R08352	1	1
False	C00750	False	True	R08352	1	1
False	C00008	True	True	R08352	1	1
False	C00009	True	False	R08352	1	1
False	C16562	True	True	R08352	1	1
False	C00002	False	True	R08353	1	1
False	C00051	False	True	R08353	1	1
False	C16562	False	True	R08353	1	1
False	C00008	True	True	R08353	1	1
False	C00009	True	False	R08353	1	1
False	C16563	True	True	R08353	1	1
False	C00002	False	True	R08354	1	1
False	C00051	False	True	R08354	1	1
False	C16565	False	True	R08354	1	1
False	C00008	True	True	R08354	1	1
False	C00009	True	False	R08354	1	1
False	C16566	True	True	R08354	1	1
False	C00002	False	True	R08355	1	1
False	C00051	False	True	R08355	1	1
False	C16566	False	True	R08355	1	1
False	C00008	True	True	R08355	1	1
False	C00009	True	False	R08355	1	1
False	C16567	True	True	R08355	1	1
False	C16563	False	True	R08356	1	1
False	C00006	False	True	R08356	1	1
False	C16564	True	True	R08356	1	1
False	C00005	True	True	R08356	1	1
False	C00080	True	False	R08356	1	1
False	C16567	False	True	R08357	1	1
False	C00006	False	True	R08357	1	1
False	C16568	True	True	R08357	1	1
False	C00005	True	True	R08357	1	1
False	C00080	True	False	R08357	1	1
False	C01137	False	True	R08359	1	1
False	C01672	False	True	R08359	1	1
False	C00170	True	True	R08359	1	1
False	C16565	True	True	R08359	1	1
False	C16663	False	False	R08360	1	1
False	C15498	False	True	R08360	1	1
False	C16664	True	False	R08360	1	1
False	C00001	True	False	R08360	1	1
False	C01335	True	True	R08360	1	1
False	C02090	False	True	R08362	1	1
False	C15498	False	True	R08362	1	1
False	C03170	True	True	R08362	1	1
False	C00001	True	False	R08362	1	1
False	C01335	True	True	R08362	1	1
False	C04232	False	True	R08363	1	1
False	C16664	False	False	R08363	1	1
False	C00001	False	False	R08363	1	1
False	C03723	True	True	R08363	1	1
False	C16663	True	False	R08363	1	1
False	C04232	False	True	R08364	1	1
False	C03170	False	True	R08364	1	1
False	C00001	False	False	R08364	1	1
False	C03723	True	True	R08364	1	1
False	C02090	True	True	R08364	1	1
False	C06377	False	True	R08365	1	1
False	C00001	False	False	R08365	1	1
False	C01097	True	True	R08365	1	1
False	C00014	True	False	R08365	1	1
False	C01132	False	True	R08366	1	1
False	C04261	False	False	R08366	1	1
False	C06376	True	True	R08366	1	1
False	C00615	True	False	R08366	1	1
False	C02262	False	True	R08367	1	1
False	C04261	False	True	R08367	1	1
False	C06377	True	True	R08367	1	1
False	C00615	True	True	R08367	1	1
False	C15586	False	True	R08368	1	1
False	C00009	False	False	R08368	1	1
False	C15587	True	True	R08368	1	1
False	C00620	True	False	R08368	1	1
False	C00029	False	True	R08369	1	1
False	C02860	False	True	R08369	1	1
False	C00015	True	True	R08369	1	1
False	C16676	True	True	R08369	1	1
False	C00448	False	True	R08370	1	1
False	C19749	True	True	R08370	1	1
False	C00013	True	False	R08370	1	1
False	C00448	False	True	R08373	1	1
False	C09684	True	True	R08373	1	1
False	C00013	True	False	R08373	1	1
False	C00448	False	True	R08374	1	1
False	C00001	False	False	R08374	1	1
False	C09704	True	True	R08374	1	1
False	C00013	True	False	R08374	1	1
False	C00473	False	True	R08379	1	1
False	C00006	False	True	R08379	1	1
False	C00376	True	True	R08379	1	1
False	C00005	True	True	R08379	1	1
False	C00080	True	False	R08379	1	1
False	C00899	False	True	R08380	1	1
False	C00006	False	True	R08380	1	1
False	C02110	True	True	R08380	1	1
False	C00005	True	True	R08380	1	1
False	C00080	True	False	R08380	1	1
False	C00154	False	True	R08381	1	1
False	C00899	False	True	R08381	1	1
False	C00010	True	True	R08381	1	1
False	C03455	True	True	R08381	1	1
False	C16682	False	True	R08382	1	1
False	C00003	False	True	R08382	1	1
False	C16681	True	True	R08382	1	1
False	C00004	True	True	R08382	1	1
False	C00080	True	False	R08382	1	1
False	C16682	False	True	R08383	1	1
False	C00006	False	True	R08383	1	1
False	C16681	True	True	R08383	1	1
False	C00005	True	True	R08383	1	1
False	C00080	True	False	R08383	1	1
False	C16681	False	True	R08384	1	1
False	C00007	False	True	R08384	1	1
False	C00001	False	False	R08384	1	1
False	C15493	True	True	R08384	1	1
False	C00027	True	True	R08384	1	1
False	C16681	False	True	R08385	1	1
False	C00003	False	True	R08385	1	1
False	C00001	False	False	R08385	1	1
False	C15493	True	True	R08385	1	1
False	C00004	True	True	R08385	1	1
False	C00080	True	False	R08385	1	1
False	C00024	False	False	R08386	1	1
False	C16685	False	False	R08386	1	1
False	C00010	True	False	R08386	1	1
False	C16684	True	False	R08386	1	1
False	C00157	False	True	R08387	1	1
False	C00473	False	False	R08387	1	1
False	C04233	True	True	R08387	1	1
False	C02075	True	False	R08387	1	1
False	C02075	False	True	R08388	1	1
False	C00001	False	False	R08388	1	1
False	C00899	True	True	R08388	1	1
False	C00162	True	True	R08388	1	1
False	C03889	False	False	R08389	1	1
False	C00899	False	True	R08389	1	1
False	C03455	True	True	R08389	1	1
False	C04233	True	False	R08389	1	1
False	C00341	False	True	R08396	1	1
False	C00001	False	False	R08396	1	1
False	C01500	True	True	R08396	1	1
False	C00013	True	False	R08396	1	1
False	C04093	False	False	R08400	1	1
False	C00129	False	True	R08400	1	1
False	C16689	True	True	R08400	1	1
False	C00013	True	False	R08400	1	1
False	C16691	False	True	R08403	1	1
False	C11475	True	True	R08403	1	1
False	C00001	True	False	R08403	1	1
False	C02133	False	True	R08404	1	1
False	C00031	False	True	R08404	1	1
False	C00060	True	True	R08404	1	1
False	C00092	True	True	R08404	1	1
False	C02133	False	True	R08405	1	1
False	C00159	False	True	R08405	1	1
False	C00060	True	True	R08405	1	1
False	C00275	True	True	R08405	1	1
False	C02133	False	True	R08406	1	1
False	C00095	False	True	R08406	1	1
False	C00060	True	True	R08406	1	1
False	C00085	True	True	R08406	1	1
False	C02133	False	True	R08407	1	1
False	C00095	False	True	R08407	1	1
False	C00060	True	True	R08407	1	1
False	C01094	True	True	R08407	1	1
False	C02918	False	True	R08408	1	1
False	C00007	False	True	R08408	1	1
False	C00001	False	False	R08408	1	1
False	C05842	True	True	R08408	1	1
False	C00027	True	True	R08408	1	1
False	C00080	True	False	R08408	1	1
False	C16695	False	True	R08409	1	1
False	C03162	False	False	R08409	2	2
True	C00080	False	False	R08409	2	0
False	C10385	True	True	R08409	1	1
False	C03025	True	False	R08409	2	2
True	C00080	True	False	R08409	4	2
False	C12448	False	True	R08430	1	1
False	C00512	False	True	R08430	1	1
False	C01416	True	True	R08430	1	1
False	C00010	True	True	R08430	1	1
False	C00729	False	True	R08432	1	1
False	C16257	False	True	R08432	1	1
False	C10860	True	True	R08432	1	1
False	C00010	True	True	R08432	1	1
False	C00024	False	True	R08433	1	1
False	C06021	False	True	R08433	1	1
False	C00080	False	False	R08433	1	1
False	C00237	True	True	R08433	1	1
False	C06020	True	True	R08433	1	1
False	C00010	True	True	R08433	1	1
False	C16701	False	True	R08437	1	1
False	C00019	False	False	R08437	1	1
False	C16702	True	True	R08437	1	1
False	C00021	True	False	R08437	1	1
False	C16702	False	True	R08440	1	1
False	C03024	False	False	R08440	1	1
False	C00007	False	False	R08440	1	1
False	C16703	True	True	R08440	1	1
False	C03161	True	False	R08440	1	1
False	C00001	True	False	R08440	2	2
False	C12173	False	True	R08441	1	1
False	C00019	False	True	R08441	1	1
False	C08526	True	True	R08441	1	1
False	C00021	True	True	R08441	1	1
False	C16703	False	True	R08442	1	1
False	C00005	False	True	R08442	1	1
False	C12173	True	True	R08442	1	1
False	C00006	True	True	R08442	1	1
False	C16704	False	True	R08446	1	1
False	C00019	False	True	R08446	1	1
False	C16705	True	True	R08446	1	1
False	C00021	True	True	R08446	1	1
False	C16707	False	True	R08448	1	1
False	C00005	False	False	R08448	1	1
False	C00007	False	False	R08448	1	1
False	C00080	False	False	R08448	1	1
False	C16708	True	True	R08448	1	1
False	C00006	True	False	R08448	1	1
False	C00001	True	False	R08448	2	2
False	C16708	False	True	R08449	1	1
False	C00019	False	True	R08449	1	1
False	C16709	True	True	R08449	1	1
False	C00021	True	True	R08449	1	1
False	C16712	False	True	R08453	1	1
False	C00024	False	False	R08453	1	1
False	C07592	True	True	R08453	1	1
False	C00010	True	False	R08453	1	1
False	C16713	False	True	R08455	1	1
False	C00019	False	True	R08455	1	1
False	C16714	True	True	R08455	1	1
False	C00021	True	True	R08455	1	1
False	C03514	False	True	R08462	1	1
False	C00001	False	False	R08462	1	1
False	C16718	True	True	R08462	1	1
False	C08300	False	True	R08465	1	1
False	C00019	False	True	R08465	1	1
False	C02765	True	True	R08465	1	1
False	C00021	True	True	R08465	1	1
False	C16719	False	True	R08467	1	1
False	C00019	False	True	R08467	1	1
False	C01575	True	True	R08467	1	1
False	C00021	True	True	R08467	1	1
False	C00019	False	True	R08468	1	1
False	C04692	False	True	R08468	1	1
False	C00021	True	True	R08468	1	1
False	C16720	True	True	R08468	1	1
False	C00019	False	True	R08469	1	1
False	C16720	False	True	R08469	1	1
False	C00021	True	True	R08469	1	1
False	C01573	True	True	R08469	1	1
False	C00002	False	False	R08480	1	1
False	C08312	False	True	R08480	1	1
False	C00008	True	False	R08480	1	1
False	C07576	True	True	R08480	1	1
False	C06536	False	True	R08485	1	1
False	C06538	True	True	R08485	1	1
False	C06536	False	True	R08486	1	1
False	C09243	True	True	R08486	1	1
False	C17621	False	True	R08499	1	1
False	C00006	False	True	R08499	2	2
False	C17622	True	True	R08499	1	1
False	C00005	True	True	R08499	2	2
False	C00080	True	False	R08499	2	2
False	C16737	False	True	R08503	1	1
False	C06892	True	True	R08503	1	1
False	C00187	False	True	R08505	1	1
False	C00007	False	False	R08505	1	1
False	C00080	False	False	R08505	2	2
False	C00662	False	False	R08505	2	2
False	C15610	True	True	R08505	1	1
False	C00001	True	False	R08505	1	1
False	C00667	True	False	R08505	2	2
False	C10138	False	True	R08510	1	1
False	C00005	False	True	R08510	1	1
False	C00080	False	False	R08510	1	1
False	C06523	True	True	R08510	1	1
False	C00006	True	True	R08510	1	1
False	C00726	False	False	R08511	1	1
False	C00051	False	True	R08511	1	1
False	C01326	True	False	R08511	1	1
False	C02320	True	True	R08511	1	1
False	C16738	False	False	R08512	1	1
False	C00051	False	True	R08512	1	1
False	C00059	True	False	R08512	1	1
False	C02320	True	True	R08512	1	1
False	C02306	False	False	R08514	1	1
False	C00031	False	True	R08514	1	1
False	C00103	True	True	R08514	1	1
False	C00014	True	False	R08514	1	1
False	C00008	False	False	R08515	1	1
False	C00103	False	True	R08515	1	1
False	C00009	True	False	R08515	1	1
False	C00498	True	True	R08515	1	1
False	C05138	False	True	R08517	1	1
False	C03024	False	False	R08517	1	1
False	C00007	False	False	R08517	1	1
False	C01227	True	True	R08517	1	1
False	C00033	True	True	R08517	1	1
False	C03161	True	False	R08517	1	1
False	C00001	True	False	R08517	1	1
False	C01176	False	True	R08518	1	1
False	C03024	False	False	R08518	1	1
False	C00007	False	False	R08518	1	1
False	C00280	True	True	R08518	1	1
False	C00033	True	True	R08518	1	1
False	C03161	True	False	R08518	1	1
False	C00001	True	False	R08518	1	1
False	C16733	False	True	R08520	1	1
False	C01382	False	False	R08520	1	1
False	C16732	True	True	R08520	1	1
False	C05590	True	False	R08520	1	1
False	C16732	False	True	R08521	1	1
False	C01382	False	False	R08521	1	1
False	C16731	True	True	R08521	1	1
False	C05590	True	False	R08521	1	1
False	C16731	False	True	R08522	1	1
False	C16732	False	True	R08522	1	1
False	C00027	False	False	R08522	1	1
False	C16730	True	True	R08522	1	1
False	C16734	True	True	R08522	1	1
False	C00001	True	False	R08522	2	2
False	C16731	False	True	R08523	2	2
False	C00027	False	False	R08523	1	1
False	C16729	True	True	R08523	1	1
False	C16734	True	True	R08523	1	1
False	C00001	True	False	R08523	2	2
False	C00219	False	True	R08527	1	1
False	C00007	False	False	R08527	1	1
False	C00909	True	True	R08527	1	1
False	C00001	True	False	R08527	1	1
False	C00341	False	False	R08528	1	1
False	C00129	False	True	R08528	1	1
False	C16826	True	True	R08528	1	1
False	C00013	True	False	R08528	1	1
False	C03190	False	True	R08529	1	1
False	C00001	False	False	R08529	1	1
False	C01765	True	True	R08529	1	1
False	C00013	True	False	R08529	1	1
False	C00024	False	True	R08530	1	1
False	C00400	False	True	R08530	1	1
False	C00010	True	True	R08530	1	1
False	C09870	True	True	R08530	1	1
False	C00024	False	True	R08531	1	1
False	C00553	False	True	R08531	1	1
False	C00010	True	True	R08531	1	1
False	C16825	True	True	R08531	1	1
False	C00024	False	True	R08532	1	1
False	C01765	False	True	R08532	1	1
False	C00010	True	True	R08532	1	1
False	C11338	True	True	R08532	1	1
False	C00029	False	True	R08533	1	1
False	C00482	False	True	R08533	1	1
False	C00015	True	True	R08533	1	1
False	C02919	True	True	R08533	1	1
False	C00029	False	True	R08534	1	1
False	C00811	False	True	R08534	1	1
False	C00015	True	True	R08534	1	1
False	C16827	True	True	R08534	1	1
False	C01722	False	True	R08536	1	1
False	C00003	False	True	R08536	1	1
False	C01719	True	True	R08536	1	1
False	C00004	True	True	R08536	1	1
False	C00080	True	False	R08536	1	1
False	C00019	False	True	R08537	1	1
False	C06212	False	True	R08537	1	1
False	C00021	True	True	R08537	1	1
False	C08299	True	True	R08537	1	1
False	C00019	False	True	R08538	1	1
False	C02951	False	True	R08538	1	1
False	C00021	True	True	R08538	1	1
False	C02162	True	True	R08538	1	1
False	C00005	False	True	R08539	1	1
False	C00996	False	False	R08539	2	2
False	C00006	True	True	R08539	1	1
False	C00999	True	False	R08539	2	2
False	C00448	False	True	R08540	1	1
False	C16829	True	True	R08540	1	1
False	C00013	True	False	R08540	1	1
False	C00448	False	True	R08541	1	1
False	C09629	True	True	R08541	1	1
False	C00013	True	False	R08541	1	1
False	C00448	False	True	R08542	1	1
False	C09699	True	True	R08542	1	1
False	C00013	True	False	R08542	1	1
False	C00124	False	True	R08544	1	1
False	C00003	False	True	R08544	1	1
False	C02669	True	True	R08544	1	1
False	C00004	True	True	R08544	1	1
False	C00080	True	False	R08544	1	1
False	C00448	False	True	R08545	1	1
False	C09672	True	True	R08545	1	1
False	C00013	True	False	R08545	1	1
False	C00448	False	True	R08546	1	1
False	C09723	True	True	R08546	1	1
False	C00013	True	False	R08546	1	1
False	C00019	False	True	R08547	1	1
False	C00078	False	True	R08547	1	1
False	C00021	True	True	R08547	1	1
False	C16831	True	True	R08547	1	1
False	C01094	False	True	R08548	1	1
False	C00001	False	False	R08548	1	1
False	C00095	True	True	R08548	1	1
False	C00009	True	False	R08548	1	1
False	C16832	False	True	R08550	1	1
False	C00003	False	True	R08550	1	1
False	C16237	True	True	R08550	1	1
False	C00004	True	True	R08550	1	1
False	C00080	True	False	R08550	1	1
False	C03161	False	False	R08551	1	1
False	C00005	False	True	R08551	1	1
False	C00080	False	False	R08551	1	1
False	C03024	True	False	R08551	1	1
False	C00006	True	True	R08551	1	1
False	C00020	False	True	R08553	1	1
False	C00094	False	True	R08553	1	1
False	C00016	False	True	R08553	1	1
False	C00224	True	True	R08553	1	1
False	C01352	True	True	R08553	1	1
False	C00256	False	True	R08555	1	1
False	C00357	False	True	R08555	1	1
False	C16698	True	True	R08555	1	1
False	C00001	True	False	R08555	1	1
False	C00114	False	True	R08557	1	1
False	C00003	False	True	R08557	1	1
False	C00576	True	True	R08557	1	1
False	C00004	True	True	R08557	1	1
False	C00080	True	False	R08557	1	1
False	C00114	False	True	R08558	1	1
False	C00006	False	True	R08558	1	1
False	C00576	True	True	R08558	1	1
False	C00005	True	True	R08558	1	1
False	C00080	True	False	R08558	1	1
False	C02713	False	True	R08559	1	1
False	C04261	False	True	R08559	1	1
False	C16698	True	True	R08559	1	1
False	C00615	True	True	R08559	1	1
False	C00233	False	True	R08566	1	1
False	C00010	False	True	R08566	1	1
False	C00139	False	False	R08566	2	2
False	C02939	True	True	R08566	1	1
False	C00011	True	False	R08566	1	1
False	C00138	True	False	R08566	2	2
False	C00080	True	False	R08566	1	1
False	C00671	False	True	R08567	1	1
False	C00010	False	True	R08567	1	1
False	C00139	False	False	R08567	2	2
False	C15980	True	True	R08567	1	1
False	C00011	True	False	R08567	1	1
False	C00138	True	False	R08567	2	2
False	C00080	True	False	R08567	1	1
False	C00441	False	True	R08568	1	1
False	C16848	False	True	R08568	1	1
False	C16850	True	True	R08568	1	1
False	C16849	True	True	R08568	1	1
False	C16850	False	True	R08569	1	1
False	C00001	False	False	R08569	1	1
False	C00003	False	True	R08569	1	1
False	C00944	True	True	R08569	1	1
False	C00014	True	False	R08569	1	1
False	C00004	True	True	R08569	1	1
False	C00080	True	False	R08569	1	1
False	C00204	False	True	R08570	1	1
False	C00577	True	True	R08570	1	1
False	C00022	True	True	R08570	1	1
False	C00577	False	True	R08571	1	1
False	C00001	False	False	R08571	1	1
False	C00139	False	False	R08571	1	1
False	C00258	True	True	R08571	1	1
False	C00080	True	False	R08571	1	1
False	C00138	True	False	R08571	1	1
False	C00258	False	True	R08572	1	1
False	C00002	False	True	R08572	1	1
False	C00631	True	True	R08572	1	1
False	C00008	True	True	R08572	1	1
False	C16884	False	True	R08573	1	1
False	C00006	False	True	R08573	1	1
False	C02022	True	True	R08573	1	1
False	C00005	True	True	R08573	1	1
False	C00080	True	False	R08573	1	1
False	C00063	False	True	R08574	1	1
False	C00255	False	True	R08574	1	1
False	C00112	True	True	R08574	1	1
False	C00061	True	True	R08574	1	1
False	C05382	False	True	R08575	1	1
False	C00118	False	True	R08575	1	1
False	C00279	True	True	R08575	1	1
False	C00085	True	True	R08575	1	1
False	C01005	False	True	R08576	1	1
False	C01639	False	True	R08576	1	1
False	C00002	False	False	R08576	1	1
False	C17022	True	True	R08576	1	1
False	C00013	True	False	R08576	1	1
False	C00020	True	False	R08576	1	1
False	C17022	False	True	R08577	1	1
False	C00283	False	False	R08577	1	1
False	C03125	True	True	R08577	1	1
False	C00009	True	False	R08577	1	1
False	C00002	False	False	R08578	1	1
False	C16138	False	True	R08578	1	1
False	C16139	False	True	R08578	1	1
False	C00020	True	False	R08578	1	1
False	C00013	True	False	R08578	1	1
False	C17027	True	True	R08578	1	1
False	C06604	False	True	R08579	1	1
False	C06606	True	True	R08579	1	1
False	C04268	False	True	R08583	1	1
False	C00019	False	True	R08583	1	1
False	C00030	False	False	R08583	1	1
False	C11909	True	True	R08583	1	1
False	C00014	True	False	R08583	1	1
False	C00073	True	True	R08583	1	1
False	C05198	True	False	R08583	1	1
False	C00028	True	False	R08583	1	1
False	C05306	False	True	R08584	1	1
False	C00080	False	False	R08584	2	2
False	C05797	True	True	R08584	1	1
False	C00305	True	False	R08584	1	1
False	C16999	False	True	R08587	1	1
False	C00001	False	False	R08587	1	1
False	C17010	True	True	R08587	1	1
False	C00262	True	True	R08587	1	1
False	C17010	False	True	R08588	1	1
False	C00019	False	False	R08588	1	1
False	C17017	True	True	R08588	1	1
False	C05198	True	False	R08588	1	1
False	C00073	True	False	R08588	1	1
False	C17017	False	True	R08589	1	1
False	C17018	True	True	R08589	1	1
False	C11922	False	True	R08597	1	1
False	C11927	True	True	R08597	1	1
False	G10614	False	False	R08599	1	1
False	G10694	False	False	R08599	1	1
False	G10620	True	False	R08599	1	1
False	G01813	True	False	R08599	1	1
False	C04015	False	True	R08600	1	1
False	C00001	False	False	R08600	1	1
False	C00270	True	True	R08600	1	1
False	C00033	True	False	R08600	1	1
False	C04017	False	True	R08601	1	1
False	C00001	False	False	R08601	1	1
False	C00270	True	True	R08601	1	1
False	C00033	True	False	R08601	1	1
False	C17202	False	True	R08602	1	1
False	C00001	False	False	R08602	1	1
False	C00249	True	True	R08602	1	1
False	C02743	True	True	R08602	1	1
False	C04287	False	True	R08603	1	1
False	C00001	False	False	R08603	1	1
False	C16737	True	True	R08603	1	1
False	C00398	False	True	R08604	1	1
False	C00007	False	False	R08604	1	1
False	C00005	False	True	R08604	1	1
False	C17203	True	True	R08604	1	1
False	C00001	True	False	R08604	1	1
False	C00006	True	True	R08604	1	1
False	C17203	False	True	R08605	1	1
False	C02937	True	True	R08605	1	1
False	C02937	False	True	R08606	1	1
False	C00637	True	True	R08606	1	1
False	C02937	False	True	R08607	1	1
False	C00005	False	True	R08607	1	1
False	C00007	False	False	R08607	1	1
False	C00080	False	False	R08607	1	1
False	C17204	True	True	R08607	1	1
False	C00006	True	True	R08607	1	1
False	C00001	True	False	R08607	1	1
False	C00463	False	True	R08609	1	1
False	C00954	True	True	R08609	1	1
False	C03088	False	True	R08610	1	1
False	C00026	False	False	R08610	1	1
False	C00007	False	False	R08610	1	1
False	C17206	True	True	R08610	1	1
False	C00042	True	False	R08610	1	1
False	C00011	True	False	R08610	1	1
False	C00001	True	False	R08610	1	1
False	C17206	False	True	R08611	1	1
False	C00026	False	False	R08611	1	1
False	C00007	False	False	R08611	1	1
False	C03030	True	True	R08611	1	1
False	C00042	True	False	R08611	1	1
False	C00011	True	False	R08611	1	1
True	C02492	False	True	R08612	1	0
False	C00001	False	False	R08612	1	1
False	C17207	True	True	R08612	1	1
True	C02492	True	True	R08612	1	0
False	C02478	False	True	R08613	1	1
False	C00001	False	False	R08613	1	1
False	C01335	True	True	R08613	1	1
False	C00159	True	True	R08613	1	1
True	C17207	False	False	R08614	1	0
False	C00001	False	False	R08614	1	1
False	C00159	True	False	R08614	1	1
True	C17207	True	False	R08614	1	0
False	C00167	False	True	R08615	1	1
False	C00001	False	False	R08615	1	1
False	C00015	True	True	R08615	1	1
False	C00191	True	True	R08615	1	1
False	C00492	False	True	R08616	2	2
False	C03989	True	True	R08616	1	1
False	C00089	True	True	R08616	1	1
False	C00092	False	True	R08617	1	1
False	C17209	True	True	R08617	1	1
False	C00009	True	False	R08617	1	1
False	C00073	False	True	R08618	1	1
False	C00161	False	True	R08618	1	1
False	C01180	True	True	R08618	1	1
False	C00151	True	True	R08618	1	1
False	C01180	False	True	R08619	1	1
False	C00024	False	True	R08619	1	1
False	C00001	False	False	R08619	1	1
False	C17210	True	True	R08619	1	1
False	C00010	True	True	R08619	1	1
False	C17210	False	True	R08620	1	1
False	C17212	True	True	R08620	1	1
False	C17212	False	True	R08621	1	1
False	C00003	False	False	R08621	1	1
False	C17211	True	True	R08621	1	1
False	C00011	True	False	R08621	1	1
False	C00004	True	False	R08621	1	1
False	C00080	True	False	R08621	1	1
False	C17211	False	True	R08622	1	1
False	C00151	False	True	R08622	1	1
False	C17213	True	True	R08622	1	1
False	C00161	True	True	R08622	1	1
False	C17211	False	True	R08623	1	1
False	C00024	False	True	R08623	1	1
False	C00001	False	False	R08623	1	1
False	C17214	True	True	R08623	1	1
False	C00010	True	True	R08623	1	1
False	C17214	False	True	R08624	1	1
False	C17215	True	True	R08624	1	1
False	C17215	False	True	R08625	1	1
False	C00003	False	False	R08625	1	1
False	C17216	True	True	R08625	1	1
False	C00011	True	False	R08625	1	1
False	C00004	True	False	R08625	1	1
False	C00080	True	False	R08625	1	1
False	C17216	False	True	R08626	1	1
False	C00151	False	True	R08626	1	1
False	C17217	True	True	R08626	1	1
False	C00161	True	True	R08626	1	1
