auto_transient	compound	isproduct	rclass	reaction	stoichn	stoichn_corr
False	C00028	False	False	R03597	3	3
False	C00001	False	False	R03597	3	3
False	C05684	True	True	R03597	1	1
False	C00030	True	False	R03597	3	3
False	C00080	True	False	R03597	2	2
False	C05688	False	True	R03599	1	1
False	C00030	False	False	R03599	1	1
False	C01528	True	False	R03599	1	1
False	C00041	True	True	R03599	1	1
False	C00028	True	False	R03599	1	1
False	C01528	False	True	R03600	1	1
False	C00139	False	False	R03600	6	6
False	C00001	False	False	R03600	3	3
False	C05684	True	True	R03600	1	1
False	C00138	True	False	R03600	6	6
False	C00080	True	False	R03600	8	8
False	C00979	False	True	R03601	1	1
False	C01528	False	False	R03601	1	1
False	C05688	True	False	R03601	1	1
False	C00033	True	True	R03601	1	1
False	C01533	False	True	R03604	1	1
False	C00001	False	False	R03604	1	1
False	C02325	True	True	R03604	1	1
False	C00031	True	True	R03604	1	1
False	C00029	False	True	R03605	1	1
False	C02325	False	True	R03605	1	1
False	C00015	True	True	R03605	1	1
False	C01533	True	True	R03605	1	1
False	C00002	False	True	R03607	1	1
False	C01540	False	True	R03607	1	1
False	C00008	True	True	R03607	1	1
False	C02574	True	True	R03607	1	1
False	C01542	False	True	R03608	1	1
False	C00007	False	False	R03608	1	1
False	C00004	False	False	R03608	1	1
False	C00080	False	False	R03608	1	1
False	C02923	True	True	R03608	1	1
False	C00003	True	False	R03608	1	1
False	C00001	True	False	R03608	1	1
False	C01550	False	True	R03609	1	1
False	C16722	False	True	R03609	1	1
False	C03994	True	True	R03609	1	1
False	C03649	True	True	R03609	1	1
False	C01561	False	True	R03610	1	1
False	C00662	False	False	R03610	2	2
False	C00080	False	False	R03610	2	2
False	C00007	False	False	R03610	1	1
False	C01673	True	True	R03610	1	1
False	C00667	True	False	R03610	1	1
False	C00001	True	False	R03610	1	1
False	C01561	False	True	R03611	1	1
False	C03161	False	False	R03611	1	1
False	C00001	False	False	R03611	1	1
False	C05443	True	True	R03611	1	1
False	C03024	True	False	R03611	1	1
False	C00007	True	False	R03611	1	1
False	C03256	False	True	R03612	1	1
False	C00001	False	False	R03612	1	1
False	C01564	True	True	R03612	1	1
False	C00556	True	True	R03612	1	1
False	C00002	False	False	R03613	1	1
False	C01573	False	True	R03613	1	1
False	C00014	False	False	R03613	1	1
False	C00080	False	False	R03613	1	1
False	C00020	True	False	R03613	1	1
False	C00013	True	False	R03613	1	1
False	C02872	True	True	R03613	1	1
False	C01575	False	True	R03614	1	1
False	C00003	False	True	R03614	1	1
False	C04351	True	True	R03614	1	1
False	C00004	True	True	R03614	1	1
False	C00080	True	False	R03614	1	1
False	C01579	False	False	R03615	1	1
False	C03024	False	False	R03615	1	1
False	C00007	False	False	R03615	1	1
False	C02790	True	False	R03615	1	1
False	C03161	True	False	R03615	1	1
False	C00001	True	False	R03615	1	1
False	C05401	False	True	R03616	1	1
False	C00001	False	False	R03616	1	1
False	C01582	True	True	R03616	1	1
False	C00116	True	True	R03616	1	1
False	C02686	False	True	R03617	1	1
False	C00001	False	False	R03617	1	1
False	C00124	True	True	R03617	1	1
False	C00195	True	True	R03617	1	1
False	C04737	False	True	R03618	1	1
False	C00001	False	False	R03618	1	1
False	C00124	True	True	R03618	1	1
False	C01290	True	False	R03618	1	1
False	C02722	False	True	R03620	1	1
False	C00001	False	False	R03620	1	1
False	C01585	True	True	R03620	1	1
False	C00218	True	True	R03620	1	1
False	C00024	False	True	R03621	1	1
False	C01589	False	True	R03621	1	1
False	C00010	True	True	R03621	1	1
False	C02560	True	True	R03621	1	1
False	C02549	False	True	R03622	1	1
False	C01590	True	True	R03622	1	1
False	C00001	True	False	R03622	1	1
False	C00019	False	True	R03623	1	1
False	C01592	False	True	R03623	1	1
False	C00021	True	True	R03623	1	1
False	C02922	True	True	R03623	1	1
False	C16717	False	True	R03624	1	1
False	C00001	False	False	R03624	1	1
False	C01593	True	True	R03624	1	1
False	C00029	False	True	R03625	1	1
False	C02659	False	True	R03625	1	1
False	C00015	True	True	R03625	1	1
False	C01594	True	True	R03625	1	1
False	C01595	False	True	R03626	1	1
False	C00007	False	False	R03626	1	1
False	C04717	True	True	R03626	1	1
False	C01595	False	True	R03627	1	1
False	C04056	True	True	R03627	1	1
False	C01598	False	True	R03628	1	1
False	C00007	False	False	R03628	1	1
False	C05642	True	True	R03628	1	1
False	C01598	False	True	R03629	1	1
False	C03024	False	False	R03629	1	1
False	C00007	False	False	R03629	1	1
False	C05643	True	True	R03629	1	1
False	C03161	True	False	R03629	1	1
False	C00001	True	False	R03629	1	1
False	C01606	False	True	R03630	1	1
False	C00007	False	False	R03630	1	1
False	C00004	False	True	R03630	1	1
False	C00080	False	False	R03630	1	1
False	C04783	True	True	R03630	1	1
False	C00003	True	True	R03630	1	1
False	C00002	False	False	R03631	1	1
False	C01607	False	True	R03631	1	1
False	C00010	False	True	R03631	1	1
False	C00020	True	False	R03631	1	1
False	C00013	True	False	R03631	1	1
False	C02060	True	True	R03631	1	1
False	C00002	False	True	R03632	1	1
False	C01609	False	False	R03632	1	1
False	C00008	True	True	R03632	1	1
False	C02729	True	False	R03632	1	1
False	C00019	False	True	R03633	1	1
False	C02864	False	True	R03633	1	1
False	C00021	True	True	R03633	1	1
False	C01610	True	True	R03633	1	1
False	C01613	False	True	R03634	1	1
False	C00001	False	False	R03634	1	1
False	C00492	True	True	R03634	1	1
False	C00124	True	True	R03634	1	1
False	C01613	False	True	R03635	1	1
False	C00001	False	False	R03635	1	1
False	C05404	True	True	R03635	1	1
False	C00095	True	True	R03635	1	1
False	C05906	False	True	R03636	1	1
False	C00006	False	True	R03636	1	1
False	C01617	True	True	R03636	1	1
False	C00005	True	True	R03636	1	1
False	C00080	True	False	R03636	1	1
False	C01617	False	True	R03637	1	1
False	C00007	False	False	R03637	1	1
False	C00004	False	True	R03637	1	1
False	C00080	False	False	R03637	1	1
False	C03052	True	True	R03637	1	1
False	C00003	True	True	R03637	1	1
False	C00001	True	False	R03637	1	1
False	C01617	False	True	R03638	1	1
False	C00007	False	False	R03638	1	1
False	C00005	False	True	R03638	1	1
False	C00080	False	False	R03638	1	1
False	C03052	True	True	R03638	1	1
False	C00006	True	True	R03638	1	1
False	C00001	True	False	R03638	1	1
False	C01617	False	True	R03639	1	1
False	C03024	False	False	R03639	1	1
False	C00007	False	False	R03639	1	1
False	C02906	True	True	R03639	1	1
False	C03161	True	False	R03639	1	1
False	C00001	True	False	R03639	1	1
False	C05631	False	True	R03640	1	1
False	C00026	False	False	R03640	1	1
False	C00007	False	False	R03640	1	1
False	C01617	True	True	R03640	1	1
False	C00042	True	False	R03640	1	1
False	C00011	True	False	R03640	1	1
False	C04676	False	True	R03641	1	1
False	C00001	False	False	R03641	1	1
False	C01618	True	True	R03641	1	1
False	C01625	False	True	R03642	1	1
False	C00561	False	True	R03642	1	1
False	C01870	True	True	R03642	1	1
False	C00001	True	False	R03642	1	1
False	C01628	False	True	R03643	1	1
False	C00004	False	True	R03643	1	1
False	C00080	False	False	R03643	1	1
False	C05850	True	True	R03643	1	1
False	C00003	True	True	R03643	1	1
False	C01628	False	True	R03645	1	1
False	C01119	False	False	R03645	1	1
False	C00001	False	False	R03645	1	1
False	C16711	True	True	R03645	1	1
False	C00265	True	False	R03645	1	1
False	C00002	False	False	R03646	1	1
False	C00062	False	True	R03646	1	1
False	C01636	False	True	R03646	1	1
False	C00020	True	False	R03646	1	1
False	C00013	True	False	R03646	1	1
False	C02163	True	True	R03646	1	1
False	C00002	False	False	R03647	1	1
False	C00049	False	True	R03647	1	1
False	C01637	False	True	R03647	1	1
False	C00020	True	False	R03647	1	1
False	C00013	True	False	R03647	1	1
False	C06113	True	True	R03647	1	1
False	C00002	False	False	R03648	1	1
False	C00152	False	True	R03648	1	1
False	C01637	False	True	R03648	1	1
False	C00020	True	False	R03648	1	1
False	C00013	True	False	R03648	1	1
False	C03402	True	True	R03648	1	1
False	C00002	False	False	R03650	1	1
False	C00097	False	True	R03650	1	1
False	C01639	False	True	R03650	1	1
False	C00020	True	False	R03650	1	1
False	C00013	True	False	R03650	1	1
False	C03125	True	True	R03650	1	1
False	C00002	False	False	R03651	1	1
False	C00025	False	True	R03651	1	1
False	C01640	False	True	R03651	1	1
False	C00020	True	False	R03651	1	1
False	C00013	True	False	R03651	1	1
False	C06112	True	True	R03651	1	1
False	C00002	False	False	R03652	1	1
False	C00064	False	True	R03652	1	1
False	C01640	False	True	R03652	1	1
False	C00020	True	False	R03652	1	1
False	C00013	True	False	R03652	1	1
False	C02282	True	True	R03652	1	1
False	C00002	False	False	R03654	1	1
False	C00037	False	True	R03654	1	1
False	C01642	False	True	R03654	1	1
False	C00020	True	False	R03654	1	1
False	C00013	True	False	R03654	1	1
False	C02412	True	True	R03654	1	1
False	C00002	False	False	R03655	1	1
False	C00135	False	True	R03655	1	1
False	C01643	False	True	R03655	1	1
False	C00020	True	False	R03655	1	1
False	C00013	True	False	R03655	1	1
False	C02988	True	True	R03655	1	1
False	C00002	False	False	R03656	1	1
False	C00407	False	True	R03656	1	1
False	C01644	False	True	R03656	1	1
False	C00020	True	False	R03656	1	1
False	C00013	True	False	R03656	1	1
False	C03127	True	True	R03656	1	1
False	C00002	False	False	R03657	1	1
False	C00123	False	True	R03657	1	1
False	C01645	False	True	R03657	1	1
False	C00020	True	False	R03657	1	1
False	C00013	True	False	R03657	1	1
False	C02047	True	True	R03657	1	1
False	C00002	False	False	R03658	1	1
False	C00047	False	True	R03658	1	1
False	C01646	False	True	R03658	1	1
False	C00020	True	False	R03658	1	1
False	C00013	True	False	R03658	1	1
False	C01931	True	True	R03658	1	1
False	C00002	False	False	R03659	1	1
False	C00073	False	True	R03659	1	1
False	C01647	False	True	R03659	1	1
False	C00020	True	False	R03659	1	1
False	C00013	True	False	R03659	1	1
False	C02430	True	True	R03659	1	1
False	C00002	False	False	R03660	1	1
False	C00079	False	True	R03660	1	1
False	C01648	False	True	R03660	1	1
False	C00020	True	False	R03660	1	1
False	C00013	True	False	R03660	1	1
False	C03511	True	True	R03660	1	1
False	C00002	False	False	R03661	1	1
False	C00148	False	True	R03661	1	1
False	C01649	False	True	R03661	1	1
False	C00020	True	False	R03661	1	1
False	C00013	True	False	R03661	1	1
False	C02702	True	True	R03661	1	1
False	C00002	False	False	R03662	1	1
False	C00065	False	True	R03662	1	1
False	C01650	False	True	R03662	1	1
False	C00020	True	False	R03662	1	1
False	C00013	True	False	R03662	1	1
False	C02553	True	True	R03662	1	1
False	C00002	False	False	R03663	1	1
False	C00188	False	True	R03663	1	1
False	C01651	False	True	R03663	1	1
False	C00020	True	False	R03663	1	1
False	C00013	True	False	R03663	1	1
False	C02992	True	True	R03663	1	1
False	C00002	False	False	R03664	1	1
False	C00078	False	True	R03664	1	1
False	C01652	False	True	R03664	1	1
False	C00020	True	False	R03664	1	1
False	C00013	True	False	R03664	1	1
False	C03512	True	True	R03664	1	1
False	C00002	False	False	R03665	1	1
False	C00183	False	True	R03665	1	1
False	C01653	False	True	R03665	1	1
False	C00020	True	False	R03665	1	1
False	C00013	True	False	R03665	1	1
False	C02554	True	True	R03665	1	1
False	C01677	False	True	R03667	1	1
False	C00006	False	True	R03667	1	1
False	C02243	True	True	R03667	1	1
False	C00005	True	True	R03667	1	1
False	C00080	True	False	R03667	1	1
False	C00024	False	True	R03668	1	1
False	C01678	False	False	R03668	1	1
False	C00010	True	True	R03668	1	1
False	C03537	True	False	R03668	1	1
False	C01680	False	True	R03671	1	1
False	C06159	True	True	R03671	1	1
False	C00001	True	False	R03671	1	1
False	C01693	False	True	R03673	1	1
False	C04185	True	True	R03673	1	1
False	C04416	False	True	R03675	1	1
False	C01694	True	True	R03675	1	1
False	C00001	True	False	R03675	1	1
False	C05913	False	True	R03678	1	1
False	C00139	False	False	R03678	2	2
False	C00500	True	True	R03678	1	1
False	C00138	True	False	R03678	2	2
False	C00052	False	True	R03679	1	1
False	C01698	False	True	R03679	1	1
False	C00015	True	True	R03679	1	1
False	C04034	True	True	R03679	1	1
False	C00029	False	True	R03680	1	1
False	C01699	False	True	R03680	1	1
False	C00015	True	True	R03680	1	1
False	C04070	True	True	R03680	1	1
False	C00029	False	True	R03681	1	1
False	C01702	False	True	R03681	1	1
False	C00015	True	True	R03681	1	1
False	C02687	True	True	R03681	1	1
False	C04333	False	True	R03685	1	1
False	C00001	False	False	R03685	1	1
False	C01711	True	True	R03685	1	1
False	C00029	False	True	R03686	1	1
False	C01714	False	True	R03686	1	1
False	C04199	True	True	R03686	1	1
False	C00015	True	True	R03686	1	1
False	C06325	False	True	R03687	1	1
False	C00028	False	False	R03687	1	1
False	C00001	False	False	R03687	1	1
False	C01717	True	True	R03687	1	1
False	C00030	True	False	R03687	1	1
False	C01720	False	True	R03688	1	1
False	C03827	True	True	R03688	1	1
False	C00001	True	False	R03688	1	1
False	C01724	False	True	R03689	1	1
False	C00005	False	True	R03689	1	1
False	C00080	False	False	R03689	1	1
False	C05109	True	True	R03689	1	1
False	C00006	True	True	R03689	1	1
False	C00002	False	True	R03691	1	1
False	C01726	False	True	R03691	1	1
False	C00008	True	True	R03691	1	1
False	C02855	True	True	R03691	1	1
False	C02274	False	True	R03692	1	1
False	C00001	False	False	R03692	1	1
False	C01198	True	True	R03692	1	1
False	C02614	False	True	R03693	1	1
False	C01732	True	True	R03693	1	1
False	C00001	True	False	R03693	1	1
False	C03618	False	True	R03696	1	1
False	C01732	True	True	R03696	1	1
False	C00014	True	False	R03696	1	1
False	C01516	False	True	R03697	1	1
False	C03161	False	False	R03697	1	1
False	C00067	False	True	R03697	1	1
False	C00001	False	False	R03697	1	1
False	C06174	True	True	R03697	1	1
False	C03024	True	False	R03697	1	1
False	C00007	True	False	R03697	1	1
False	C06175	False	True	R03698	1	1
False	C00026	False	False	R03698	1	1
False	C00007	False	False	R03698	1	1
False	C01735	True	True	R03698	1	1
False	C00067	True	True	R03698	1	1
False	C00042	True	False	R03698	1	1
False	C00011	True	False	R03698	1	1
False	C00013	False	False	R03699	1	1
False	C15586	False	True	R03699	1	1
False	C00009	True	False	R03699	1	1
False	C05325	True	True	R03699	1	1
False	C00053	False	True	R03700	1	1
False	C01747	False	True	R03700	1	1
False	C00054	True	True	R03700	1	1
False	C02744	True	True	R03700	1	1
False	C00019	False	True	R03701	1	1
False	C01756	False	True	R03701	1	1
False	C00021	True	True	R03701	1	1
False	C16614	True	True	R03701	1	1
False	C02752	False	True	R03702	1	1
False	C00001	False	False	R03702	1	1
False	C01757	True	True	R03702	1	1
False	C02074	False	True	R03703	1	1
False	C00001	False	False	R03703	1	1
False	C01761	True	False	R03703	1	1
False	C00031	True	True	R03703	1	1
False	C00143	False	True	R03704	1	1
False	C01764	False	True	R03704	1	1
False	C01352	False	True	R03704	1	1
False	C00101	True	True	R03704	1	1
False	C03446	True	True	R03704	1	1
False	C00016	True	True	R03704	1	1
False	C01768	False	False	R03706	1	1
False	C05392	True	False	R03706	1	1
False	C03046	False	True	R03707	1	1
False	C00003	False	True	R03707	1	1
False	C01769	True	True	R03707	1	1
False	C00004	True	True	R03707	1	1
False	C00080	True	False	R03707	1	1
False	C01770	False	True	R03708	1	1
False	C00001	False	False	R03708	1	1
False	C01991	True	True	R03708	1	1
False	C01198	False	True	R03709	1	1
False	C00003	False	True	R03709	1	1
False	C01772	True	True	R03709	1	1
False	C00004	True	True	R03709	1	1
False	C00080	True	False	R03709	1	1
False	C00029	False	True	R03710	1	1
False	C01772	False	True	R03710	1	1
False	C00015	True	True	R03710	1	1
False	C05158	True	True	R03710	1	1
False	C01775	False	False	R03711	1	1
False	C00001	False	False	R03711	1	1
False	C03597	True	False	R03711	1	1
False	C01779	False	True	R03712	1	1
False	C00007	False	False	R03712	1	1
False	C00005	False	True	R03712	1	1
False	C00080	False	False	R03712	1	1
False	C02809	True	True	R03712	1	1
False	C00006	True	True	R03712	1	1
False	C00001	True	False	R03712	1	1
False	C05473	False	True	R03713	1	1
False	C00006	False	True	R03713	1	1
False	C01780	True	True	R03713	1	1
False	C00005	True	True	R03713	1	1
False	C00080	True	False	R03713	1	1
False	C02817	False	True	R03716	1	1
False	C00006	False	True	R03716	1	1
False	C01792	True	True	R03716	1	1
False	C00005	True	True	R03716	1	1
False	C00080	True	False	R03716	1	1
False	C01794	False	True	R03718	1	1
False	C00037	False	True	R03718	1	1
False	C00010	True	True	R03718	1	1
False	C01921	True	True	R03718	1	1
False	C00100	False	True	R03719	1	1
False	C01794	False	True	R03719	1	1
False	C00010	True	True	R03719	1	1
False	C05467	True	True	R03719	1	1
False	C01794	False	True	R03720	1	1
False	C00245	False	True	R03720	1	1
False	C00010	True	True	R03720	1	1
False	C05122	True	True	R03720	1	1
False	C00019	False	True	R03721	1	1
False	C01795	False	True	R03721	1	1
False	C00021	True	True	R03721	1	1
False	C05315	True	True	R03721	1	1
False	C04118	False	True	R03722	1	1
False	C00007	False	True	R03722	2	2
False	C01795	True	True	R03722	1	1
False	C00027	True	True	R03722	2	2
False	C03910	False	True	R03723	1	1
False	C01802	True	True	R03723	1	1
False	C00084	True	True	R03723	1	1
False	C00019	False	True	R03726	1	1
False	C04083	False	True	R03726	1	1
False	C00170	True	True	R03726	1	1
False	C01804	True	True	R03726	1	1
False	C00406	False	True	R03727	1	1
False	C00879	False	True	R03727	1	1
False	C00010	True	True	R03727	1	1
False	C03156	True	True	R03727	1	1
False	C01838	False	True	R03728	1	1
False	C00007	False	False	R03728	1	1
False	C00005	False	True	R03728	2	2
False	C00080	False	False	R03728	2	2
False	C01816	True	True	R03728	1	1
False	C00058	True	True	R03728	1	1
False	C00001	True	False	R03728	1	1
False	C00006	True	True	R03728	2	2
False	C00019	False	True	R03731	1	1
False	C01821	False	True	R03731	1	1
False	C00021	True	True	R03731	1	1
False	C05990	True	True	R03731	1	1
False	C06326	False	True	R03732	1	1
False	C00003	False	True	R03732	1	1
False	C00001	False	False	R03732	1	1
False	C01826	True	True	R03732	1	1
False	C00022	True	True	R03732	1	1
False	C00004	True	True	R03732	1	1
False	C00080	True	False	R03732	1	1
False	C01620	False	True	R03733	1	1
False	C00003	False	True	R03733	1	1
False	C03064	True	True	R03733	1	1
False	C00004	True	True	R03733	1	1
False	C00080	True	False	R03733	1	1
False	C01829	False	True	R03734	1	1
False	C00030	False	False	R03734	1	1
False	C02465	True	True	R03734	1	1
False	C00708	True	False	R03734	1	1
False	C00028	True	False	R03734	1	1
False	C00080	True	False	R03734	1	1
False	C04655	False	True	R03735	1	1
False	C00010	False	True	R03735	1	1
False	C01832	True	True	R03735	1	1
False	C00001	True	False	R03735	1	1
False	C00036	True	True	R03735	1	1
False	C01848	False	True	R03736	1	1
False	C00007	False	True	R03736	1	1
False	C01849	True	True	R03736	1	1
False	C00027	True	True	R03736	1	1
False	C03325	False	True	R03737	1	1
False	C00026	False	False	R03737	1	1
False	C00007	False	False	R03737	1	1
False	C01851	True	True	R03737	1	1
False	C00042	True	False	R03737	1	1
False	C00011	True	False	R03737	1	1
False	C00001	True	False	R03737	1	1
False	C03470	False	True	R03738	1	1
False	C00001	False	False	R03738	1	1
False	C00398	True	True	R03738	1	1
False	C01852	True	True	R03738	1	1
False	C02080	False	True	R03739	1	1
False	C00001	False	False	R03739	1	1
False	C01853	True	True	R03739	1	1
False	C00011	True	False	R03739	1	1
False	C02879	False	True	R03742	1	1
False	C01863	True	True	R03742	1	1
False	C00001	True	False	R03742	1	1
False	C01866	False	False	R03743	1	1
False	C00001	False	False	R03743	1	1
False	C03806	True	False	R03743	1	1
False	C00002	False	True	R03744	1	1
False	C01867	False	False	R03744	1	1
False	C00008	True	True	R03744	1	1
False	C03157	True	False	R03744	1	1
False	C02213	False	True	R03745	1	1
False	C00003	False	True	R03745	1	1
False	C01868	True	True	R03745	1	1
False	C00004	True	True	R03745	1	1
False	C00080	True	False	R03745	1	1
False	C00019	False	True	R03746	1	1
False	C01874	False	True	R03746	1	1
False	C00021	True	True	R03746	1	1
False	C03575	True	True	R03746	1	1
False	C02367	False	True	R03747	1	1
False	C01875	True	True	R03747	1	1
False	C00011	True	False	R03747	1	1
False	C01876	False	True	R03748	1	1
False	C00028	False	False	R03748	1	1
False	C02941	True	True	R03748	1	1
False	C00030	True	False	R03748	1	1
False	C03740	False	True	R03749	1	1
False	C01879	True	True	R03749	1	1
False	C00151	True	True	R03749	1	1
False	C01880	False	True	R03751	1	1
False	C00001	False	False	R03751	1	1
False	C06103	True	True	R03751	1	1
False	C02956	False	True	R03753	1	1
False	C00006	False	True	R03753	1	1
False	C01881	True	True	R03753	1	1
False	C00005	True	True	R03753	1	1
False	C00080	True	False	R03753	1	1
False	C00002	False	True	R03754	1	1
False	C15590	False	False	R03754	1	1
False	C00008	True	True	R03754	1	1
False	C03849	True	False	R03754	1	1
False	C00040	False	True	R03755	1	1
False	C01885	False	True	R03755	1	1
False	C00010	True	True	R03755	1	1
False	C00641	True	True	R03755	1	1
False	C00605	False	True	R03756	1	1
False	C01885	False	True	R03756	1	1
False	C00010	True	True	R03756	1	1
False	C00641	True	True	R03756	1	1
False	C01888	False	True	R03758	1	1
False	C00011	False	False	R03758	1	1
False	C03508	True	True	R03758	1	1
False	C03194	False	True	R03759	1	1
False	C00003	False	True	R03759	1	1
False	C01888	True	True	R03759	1	1
False	C00004	True	True	R03759	1	1
False	C00080	True	False	R03759	1	1
False	C00024	False	True	R03760	1	1
False	C15534	False	True	R03760	1	1
False	C00010	True	True	R03760	1	1
False	C15535	True	True	R03760	1	1
False	C01892	False	True	R03761	1	1
False	C00004	False	True	R03761	1	1
False	C00080	False	False	R03761	1	1
False	C04371	True	True	R03761	1	1
False	C00003	True	True	R03761	1	1
False	C05921	False	True	R03762	1	1
False	C00010	False	True	R03762	1	1
False	C00020	True	True	R03762	1	1
False	C01894	True	True	R03762	1	1
False	C20787	False	True	R03763	1	1
False	C00003	False	True	R03763	1	1
False	C08794	True	True	R03763	1	1
False	C00004	True	True	R03763	1	1
False	C00080	True	False	R03763	1	1
False	C20787	False	True	R03764	1	1
False	C00006	False	True	R03764	1	1
False	C08794	True	True	R03764	1	1
False	C00005	True	True	R03764	1	1
False	C00080	True	False	R03764	1	1
False	C00002	False	True	R03766	1	1
False	C01906	False	True	R03766	1	1
False	C00008	True	True	R03766	1	1
False	C03606	True	True	R03766	1	1
False	C00024	False	True	R03767	1	1
False	C01918	False	True	R03767	1	1
False	C00010	True	True	R03767	1	1
False	C03297	True	True	R03767	1	1
False	C00096	False	True	R03768	1	1
False	C01923	False	False	R03768	1	1
False	C00035	True	True	R03768	1	1
False	C04097	True	False	R03768	1	1
False	C00096	False	True	R03769	1	1
False	C01923	False	False	R03769	1	1
False	C00035	True	True	R03769	1	1
False	C04098	True	False	R03769	1	1
False	C00002	False	True	R03770	1	1
False	C01925	False	True	R03770	1	1
False	C00008	True	True	R03770	1	1
False	C03368	True	True	R03770	1	1
False	C01931	False	True	R03771	1	1
False	C00344	False	True	R03771	1	1
False	C01646	True	True	R03771	1	1
False	C04482	True	True	R03771	1	1
False	C02991	False	True	R03772	1	1
False	C00001	False	False	R03772	1	1
False	C01934	True	True	R03772	1	1
False	C01934	False	True	R03774	1	1
False	C03979	True	True	R03774	1	1
False	C00001	True	False	R03774	1	1
False	C02141	False	True	R03775	1	1
False	C01943	True	True	R03775	1	1
False	C01944	False	True	R03776	1	1
False	C00006	False	True	R03776	1	1
False	C05276	True	True	R03776	1	1
False	C00005	True	True	R03776	1	1
False	C00080	True	False	R03776	1	1
False	C01944	False	True	R03778	1	1
False	C00024	False	True	R03778	1	1
False	C00010	True	True	R03778	1	1
False	C05265	True	True	R03778	1	1
False	C01944	False	True	R03779	1	1
False	C00318	False	True	R03779	1	1
False	C00010	True	True	R03779	1	1
False	C02838	True	True	R03779	1	1
False	C00002	False	True	R03780	1	1
False	C01946	False	True	R03780	1	1
False	C00008	True	True	R03780	1	1
False	C03796	True	True	R03780	1	1
False	C02445	False	True	R03781	1	1
False	C00001	False	False	R03781	1	1
False	C01949	True	True	R03781	1	1
False	C00246	True	True	R03781	1	1
False	C02289	False	True	R03782	1	1
False	C01951	True	True	R03782	1	1
False	C01953	False	True	R03783	1	1
False	C03024	False	False	R03783	1	1
False	C00007	False	False	R03783	1	1
False	C05138	True	True	R03783	1	1
False	C03161	True	False	R03783	1	1
False	C00001	True	False	R03783	1	1
False	C01953	False	True	R03784	1	1
False	C03024	False	False	R03784	1	1
False	C00007	False	False	R03784	1	1
False	C05485	True	True	R03784	1	1
False	C03161	True	False	R03784	1	1
False	C00001	True	False	R03784	1	1
False	C00002	False	True	R03785	1	1
False	C01959	False	True	R03785	1	1
False	C00008	True	True	R03785	1	1
False	C03149	True	True	R03785	1	1
False	C03476	False	True	R03787	1	1
False	C00003	False	True	R03787	1	1
False	C01969	True	True	R03787	1	1
False	C00004	True	True	R03787	1	1
False	C00080	True	False	R03787	1	1
False	C00019	False	True	R03788	1	1
False	C01972	False	True	R03788	1	1
False	C00021	True	True	R03788	1	1
False	C04833	True	True	R03788	1	1
False	C01977	False	True	R03789	1	1
False	C01449	False	False	R03789	1	1
False	C01978	True	False	R03789	1	1
False	C00242	True	True	R03789	1	1
False	C01983	False	True	R03790	1	1
False	C00003	False	True	R03790	1	1
False	C02137	True	True	R03790	1	1
False	C00004	True	True	R03790	1	1
False	C00080	True	False	R03790	1	1
False	C01984	False	True	R03791	1	1
False	C01983	True	True	R03791	1	1
False	C01984	False	True	R03792	1	1
False	C00003	False	True	R03792	1	1
False	C02137	True	True	R03792	1	1
False	C00004	True	True	R03792	1	1
False	C00080	True	False	R03792	1	1
False	C01984	False	True	R03793	1	1
False	C00028	False	False	R03793	1	1
False	C02137	True	True	R03793	1	1
False	C00030	True	False	R03793	1	1
False	C01984	False	True	R03794	1	1
False	C05650	False	False	R03794	1	1
False	C00007	False	False	R03794	1	1
False	C03198	True	True	R03794	1	1
False	C22239	True	False	R03794	1	1
False	C02193	False	True	R03796	1	1
False	C00207	False	True	R03796	1	1
False	C00022	True	True	R03796	1	1
False	C01995	True	True	R03796	1	1
False	C00029	False	True	R03797	1	1
False	C02003	False	True	R03797	1	1
False	C00015	True	True	R03797	1	1
False	C15539	True	True	R03797	1	1
False	C00235	False	False	R03799	2	2
False	C02006	False	True	R03799	1	1
False	C00013	True	False	R03799	2	2
False	C02008	True	True	R03799	1	1
False	C02010	False	True	R03800	1	1
False	C00001	False	False	R03800	1	1
False	C03860	True	True	R03800	1	1
False	C00014	True	False	R03800	1	1
False	C02013	False	True	R03801	1	1
False	C00001	False	False	R03801	1	1
False	C06219	True	False	R03801	1	1
False	C00031	True	True	R03801	1	1
False	C06218	False	True	R03802	1	1
False	C00001	False	False	R03802	1	1
False	C02013	True	False	R03802	1	1
False	C00031	True	True	R03802	1	1
False	C02027	False	True	R03803	1	1
False	C00001	False	False	R03803	1	1
False	C04251	True	True	R03803	1	1
False	C04131	False	True	R03804	1	1
False	C00001	False	False	R03804	1	1
False	C02028	True	True	R03804	1	1
False	C00014	True	False	R03804	1	1
False	C00019	False	True	R03805	1	1
False	C02031	False	True	R03805	1	1
False	C00080	False	False	R03805	1	1
False	C00021	True	True	R03805	1	1
False	C02339	True	True	R03805	1	1
False	C06095	False	True	R03806	1	1
False	C00026	False	False	R03806	1	1
False	C00007	False	False	R03806	1	1
False	C02034	True	True	R03806	1	1
False	C00042	True	False	R03806	1	1
False	C00011	True	False	R03806	1	1
False	C00001	True	False	R03806	1	1
False	C02034	False	True	R03807	1	1
False	C00026	False	False	R03807	2	2
False	C00007	False	False	R03807	2	2
False	C02035	True	True	R03807	1	1
False	C00011	True	False	R03807	3	3
False	C00042	True	False	R03807	2	2
False	C00001	True	False	R03807	1	1
False	C02035	False	True	R03809	1	1
