bt	direction	reaction	envipath_url
3673	f	640	6d63adad-8c84-46b8-b6e4-79c47fd9e403
4292	f	643	6dd553bf-1240-4cff-a19c-097a02136875
4172	f	644	6dfc04f8-827b-43ee-9c34-b6c77d6a2a82
2833	f	645	6e2372bc-b165-4c19-b01c-6b64dff4d40a
3568	f	646	6e53df14-a35e-4126-9637-91f5e3c1bc54
3568	f	647	6e638f57-5937-42da-9280-c8dcb938500d
3674	f	648	6e84c280-cee0-40ea-8acd-1ddfcc7562f5
3929	f	649	6e8bed24-0117-40bf-895f-cdc84b4e97bf
3668	f	650	6ec8156b-0187-4881-9588-d4255d631739
3924	f	651	6ed2b70f-47e8-4d55-979a-c02905eea0df
3469.1	f	652	6f3ff733-758c-4101-a3bd-c2ed46a79fbc
2685	f	652	6f3ff733-758c-4101-a3bd-c2ed46a79fbc
3673	f	655	707699e8-64e1-4b22-a649-c2d54dcd54c7
3078	f	657	70a22aef-4ce0-43b7-bd77-cabef269e620
3077	f	657	70a22aef-4ce0-43b7-bd77-cabef269e620
4224.1	f	659	71cdeec2-75d7-42ef-8328-441cccce7339
4163.2	f	661	7236f7b0-bf28-4fd7-b677-1225fc9531b3
3769	f	662	726133d9-4311-4be3-ae85-b14ac27e80aa
1206	f	665	735417ae-339f-433f-8b69-54794ff8c3b4
4301	f	670	73f819df-fb08-4513-bcc9-6bd5c43784cd
3938	f	670	73f819df-fb08-4513-bcc9-6bd5c43784cd
1217	f	671	73ffa800-b4dd-41f1-b114-da2374f77501
1196	f	672	7400adfd-b448-4bc9-b5b6-b4da9fbe4b31
4282	f	674	74fadcd5-a9f3-40ee-99a6-10c39676607a
4011	f	675	75020ce9-4944-4db7-a675-3eefeeb23633
2173	f	676	752122e2-d2c9-479a-ad13-6e77bb78d1f1
2218	f	678	754298b7-87b1-4455-b507-d19547fe624b
3670	f	679	755a5cf0-c784-4e8e-ae86-c9e2043ceaca
4312	f	679	755a5cf0-c784-4e8e-ae86-c9e2043ceaca
2690.1	f	679	755a5cf0-c784-4e8e-ae86-c9e2043ceaca
3667	f	679	755a5cf0-c784-4e8e-ae86-c9e2043ceaca
4081	f	680	75e70070-c2db-4d07-b1d3-30a60c8c5da8
3858	f	681	7626fe0b-7548-4621-8ffe-146b8b779a72
3859	f	681	7626fe0b-7548-4621-8ffe-146b8b779a72
3670	f	682	763eab59-4b09-473f-bbbc-5dbac538d6af
4312	f	682	763eab59-4b09-473f-bbbc-5dbac538d6af
2690.1	f	682	763eab59-4b09-473f-bbbc-5dbac538d6af
3667	f	682	763eab59-4b09-473f-bbbc-5dbac538d6af
4271	f	683	76421dac-d9ac-4d53-ab22-18122ec0f758
4081	f	684	76620386-6790-44e8-b669-b8dbea1db0f0
3673	f	686	76a16f60-e1eb-4d99-b7af-a64c68d4eebb
1196	f	687	76a4e406-b533-460c-bdb4-ced82a4e6285
3159	f	689	76c52ba2-fc33-4fa2-8963-16b42aebbf71
3302	f	692	77417318-e887-4c77-8404-7122b586de0b
3859	f	695	77f14b15-180e-451f-9f91-91528863f603
4224.1	f	696	78137b4e-6046-43a2-8701-fd0778d6fc64
3854	f	698	7887eaf9-252f-4a34-abe7-ce6c16f3771b
3673	f	702	793cc814-f980-42ce-aada-21cf09729b35
4292	f	703	796511dc-aaac-4d0e-b926-09e02b3acd44
3674	f	704	798a20b7-a125-42be-b0e2-3dad0ca7ff00
3152	f	707	79d29e3a-23f9-450b-a249-8489c7f22770
3585	f	709	7ae2c185-bb87-48e1-b47b-f0562235bfed
4282	f	712	7b3baab9-9378-4bab-ae7e-5981fb4e528e
2218	f	714	7b91f5d4-aa1e-426b-b93c-028fd9c6f282
1587	f	714	7b91f5d4-aa1e-426b-b93c-028fd9c6f282
1196	f	716	7bbf2703-2def-4e4c-a736-7c0a53ba3699
3858	f	717	7bfe4ebb-00af-4798-b379-6eb57bbf1f9c
4141	f	719	7c3cb1f3-6f36-4cbb-837e-93dc957b42fd
4263	f	721	7ca24759-b08e-4931-b10d-e7b8b61fee88
2833	f	723	7d7a2a89-9b29-488c-8128-36d42444fa81
3670	f	724	7e59b2ed-7595-404a-9fdc-7e3abf330e78
2690.1	f	724	7e59b2ed-7595-404a-9fdc-7e3abf330e78
3667	f	724	7e59b2ed-7595-404a-9fdc-7e3abf330e78
3580	f	725	7ea92d9e-3d0a-4c51-9d69-0c1ebe96263d
3745	f	728	7ecd3eac-7eab-478c-bd06-37fd0870e535
4136	f	729	7ee6bf67-ffd1-4bb8-b073-b045fc08e6ce
3938	f	731	7fbeba1c-86bc-4e9d-b3a8-e79f810dbbd2
3717	f	733	801ff643-cf15-492b-acea-da8c86413901
1196	f	734	80457f38-f720-4e68-bbd1-d16a20412806
3769	f	735	8050e2e1-2e5e-4829-8fc0-91dcadc611e6
3573	f	736	806556cf-a6cb-4c2f-a6cd-901beb937084
3814	f	737	8065ecbf-c5db-401c-9672-9e9b3c59a3f2
4187	f	738	808c0d60-1b93-4277-804f-ecf7cdd298ce
2218	f	739	80a84758-6947-4e66-8127-240dac56284b
3367	f	741	810e8dd7-62df-4222-88d7-12478af73e51
3855.3	f	743	81277226-a83a-48a9-8bb4-c1b065ac2266
1087	f	744	81290de8-46bd-4029-b8a7-c7380ddab0c5
3210	f	745	815d2a8f-7128-49b3-9a89-6b6c37088b0a
4173	f	746	8164a37e-d500-40c0-b0c2-9a4eb9675caf
3582	f	747	81a532d8-9a88-4b0b-b0a7-f56b9d026183
3501	f	748	8242b25b-7081-4332-ac70-04ffd0bd0f96
3573	f	748	8242b25b-7081-4332-ac70-04ffd0bd0f96
2690.4	f	750	82cf829f-039e-4fae-bf21-5fec70c60f33
676	f	751	82f35ba8-5064-489e-a326-c801cc67acfc
3577	f	753	832056f7-8a0f-425c-be7a-4793a350c02b
3862	f	754	833468ff-9560-45ba-af6d-7c123042d5b2
4159	f	755	83680653-34cc-4dbd-91c1-7316535c9925
2173	f	756	838523fd-ebda-41aa-bc94-ad5862832dc9
1129	f	757	839c9de0-7ca5-4163-ab72-64d980c4f82f
3456	f	758	83aae62f-d90c-4198-a168-1942d22deb24
3568	f	759	83cbecf8-55c6-4c0f-921d-479a6be91b3f
4224.1	f	760	840fdd5f-ee6d-4d0e-a942-6e1593031ef2
1129	f	761	84dca71f-5fbd-4d4f-aebc-c755869b886c
1196	f	764	855e0aa6-710a-40d6-9044-54b92003a1ce
2844	f	766	8592db09-8e31-4d92-8d83-97da94524058
3394	f	767	85a6fe03-0c66-49d8-b2b7-0fd8aaa5aa9a
3943	f	767	85a6fe03-0c66-49d8-b2b7-0fd8aaa5aa9a
3638	f	769	85c80ac2-a64f-4e52-9320-64663e58616a
232	f	770	86281587-5204-41fd-9e66-57d259cd041f
3573	f	771	8661f2b6-e77f-4180-84e3-ed6315a92f52
3580	f	772	866a8981-134e-48c7-a4ee-882cd8527170
3907	f	773	86a3e001-e701-44d1-88c2-01b3f74dc772
4013	f	773	86a3e001-e701-44d1-88c2-01b3f74dc772
3938	f	775	8752f76a-a29d-460b-8631-96891932e356
4301	f	779	87a555e5-abc2-4e56-876a-0458e69290d4
3938	f	779	87a555e5-abc2-4e56-876a-0458e69290d4
3577	f	780	87d31a99-ff96-49df-bf40-d42034d8bf9c
3568	f	783	88a8d039-36dd-43b1-9426-4a655caf61f0
2690.3	f	785	88d840ca-3375-429d-881e-c62f90291fd9
2690.2	f	785	88d840ca-3375-429d-881e-c62f90291fd9
3769	f	786	8935b0b4-453b-4411-a12e-796476ee91c1
3938	f	787	89862ff0-79c7-4c46-9cde-d20c5a89713a
3501	f	788	89c646b0-2745-436c-9276-4001049c9ad5
4254	f	789	8a3a7181-0c2f-4563-883d-49b791093678
3938	f	790	8a5b81d9-4b76-4b8e-becd-414b18298d3a
3867	f	791	8a78669b-c6b5-46ba-9430-32d0d6563739
4013	f	793	8a97c81e-7f28-4622-80af-a0a3c79d1981
1196	f	795	8ae5b5c0-6f7f-4139-a75c-ed94a1d01dd4
3562	f	796	8b134f86-85a2-4e2e-ba0e-ce6f869de101
3938	f	799	8b569e75-36a1-42e5-bcb7-cd1a1468aabb
1129	f	802	8ba6ed5d-649a-432b-864d-ad7c6501a20d
3568	f	804	8be8bb10-1b16-427a-a3dd-f7afc593805a
2218	f	806	8c175eaa-5747-46c6-aa82-63240cc097c1
3674	f	808	8c569077-7ba3-4698-ac92-5d26591aa7dd
4254	f	811	8cbdc015-b979-4594-8d22-7bb007c39560
3854	f	812	8d300bf0-d744-4e22-8a7d-9efc540ad3c3
3674	f	813	8d3899bf-9b2d-4a87-8ab4-67e956b68307
4062	f	814	8da55836-67db-47c5-b915-2dae3504016b
3674	f	816	8e16e00b-e465-413c-8e43-7c6689039f8f
4141	f	817	8e209ca5-0c08-419d-96ab-ac493dc0cf34
4136	f	818	8e252152-5f45-43f2-9f60-dcd2d50decc8
4149	f	820	8e4b8b9e-dbc5-4b26-a2da-fbb011718ea0
3568	f	821	8e53c1c9-823d-4d4f-ac3e-cdbe98697bb5
3640	f	822	8e797348-a273-462a-9e7a-b85989c34ea1
3673	f	822	8e797348-a273-462a-9e7a-b85989c34ea1
4173	f	823	8e95baab-c2a9-4dca-970e-d83cebab28a8
3151	f	824	8eb365dc-6952-4170-844f-737c42ee3a17
3022	f	824	8eb365dc-6952-4170-844f-737c42ee3a17
3673	f	827	8fee3320-9f00-4b4a-9db9-c3290afd50b9
1196	f	829	9002b3cd-abd9-49fc-91a5-cad9d0eb9579
441	f	834	90ead771-acae-4e93-a9e4-c0d5c987dc40
3568	f	835	90edd544-5175-4cca-bb67-cd7b13eaac28
3302	f	837	9102fa44-33c9-4f3f-8b07-c1ea1f6b301f
2173	f	840	91225d8d-6e94-4fd9-9435-6a04b2cd8e58
1196	f	842	9137e054-d735-4a38-81b9-5f4ed07324f6
3938	f	843	915d5b03-f2f5-42b1-9f21-f2d8d5d7d38f
3545	f	844	91c686c2-7dbc-4503-8738-a72d552c44d4
4153	f	845	91cabfbd-ef83-4a1e-883b-3556b37621c9
3674	f	846	91dcf5e5-cdea-4f65-8a0a-96a97fc07d67
3411	f	847	91eedc74-fd4f-4090-b6c7-f6ffff6d7d6d
1196	f	851	92284cb2-1518-45a3-aae2-6be8f9fc16e8
4171	f	853	925a7fdb-683e-429f-b967-3f8ec628ee1e
2675	f	854	929e27f3-0e13-4ef6-a3bd-e36d232d2425
3673	f	855	93189e73-494d-4ab4-bb40-116b936cb83f
1196	f	859	933d8545-42c7-4dfa-b5dc-7adb0b047975
3545	f	860	93563c67-b35a-4797-ab89-44297e64b1e3
4217	f	861	936634b2-b37b-4332-9876-575d3ef1f237
3568	f	862	938fc395-1648-494d-86bb-54da93d1f49a
3805	f	865	940b9f3e-2625-4498-bdd6-c1ef18a3fab7
3568	f	866	94253a33-ad13-4d49-82bd-a5eac4c309e8
3938	f	867	942ad2d2-33f6-464f-a5aa-14b8de61c058
3651	f	869	9455267a-e7d6-4d3a-88f0-e74ce79a2eac
3673	f	872	94d61118-918e-4426-834d-85603fb7212b
2690.4	f	872	94d61118-918e-4426-834d-85603fb7212b
1196	f	873	95192600-2c79-4c55-9815-34ad9537dfb3
3707	f	874	954dd9bd-3761-4dae-9cfc-773314262195
3557	f	876	95a97ebf-8b72-44a1-9b34-d2a534859280
3718	f	878	95f276e7-b9ba-4cef-8f39-f3c19db5ab9d
1196	f	879	95f412f8-17f2-4bd3-82d2-5babe282c350
4165.2	f	880	95f5dfd1-18fe-4d79-8732-8f4e6968b1e8
3674	f	885	967bd963-275e-4dfd-a91b-d385342bf108
3397	f	887	96f35679-6543-4d08-aca6-15c1d1ada2e1
4266	f	888	96fa7085-267c-40d7-9d1f-5ab4a150b225
2748	f	889	9712c1c8-07ff-4a30-bf55-c8f4c1b1274c
4217	f	890	9739e93b-ac12-4dd8-b729-0bfe19882843
2173	f	891	974e5656-6e25-44c1-9488-0d1c40474ea7
4011	f	896	97de66a3-ad43-41b0-910c-f44ea8da8005
4263	f	897	97f4ee1f-f031-4ce5-a3bb-0de903d8407b
3769	f	899	9883164a-42b9-4dbc-9785-3543388d1530
2218	f	900	98c7f85d-7785-400a-a881-81d8235568e3
3938	f	902	991ca2ae-4c16-40c4-ba67-6d182977617e
3776	f	904	99466b20-1778-4ea4-a701-b1b075d6ceba
4282	f	904	99466b20-1778-4ea4-a701-b1b075d6ceba
3469.1	f	905	995381e1-a1fc-4428-ac35-b8f938dbc265
2685	f	905	995381e1-a1fc-4428-ac35-b8f938dbc265
2451	f	907	99a7d798-4411-4800-9e35-572087f81840
4301	f	909	99eab4c1-5e12-48cf-b084-e94f0db7e506
4215	f	910	99fd8f7e-3d19-4c63-b4e6-ec1cf7e732cb
3026	f	911	99fdb5b5-4531-4cbd-9cbe-0f430a9dc696
3456	f	912	9a1579b4-f256-4dfe-967c-21e429fc0020
2173	f	913	9a789d7f-c2c4-444b-a49e-bbe245b2b2a2
3093	f	915	9ad2d462-df83-43e9-8e54-d82199423547
3530	f	919	9b86cd6f-0651-4cd9-ac17-d685c450ef89
2218	f	920	9bcb7a08-5a73-4360-b9c3-e5cc5a5a48b7
1587	f	920	9bcb7a08-5a73-4360-b9c3-e5cc5a5a48b7
3744	f	921	9c12e6b2-6e8c-435c-bfbc-2703fa63f4f4
2748	f	923	9c203b2f-c5e2-4951-878c-3986a4dd33de
2982	f	924	9c2bb08a-38ca-4ed2-ab7a-613328dcb220
3769	f	926	9ccfcb9a-a28c-44b1-8f61-3a7735f8c3ec
4215	f	927	9d07ec6b-301f-48f0-bcd4-0bf5c87a2660
4081	f	930	9d2f73d8-cbf3-43c1-a069-04e50b7026e6
3801	f	930	9d2f73d8-cbf3-43c1-a069-04e50b7026e6
2833	f	932	9d5a9c85-d7c3-4431-9cda-41a1f777faa5
4149	f	934	9d74806a-571d-4a81-8fac-07d77e870383
3924	f	935	9d8735a1-c45c-4a0c-9f25-a7c8c979e792
3850	f	936	9df10191-8092-4f3a-b109-3e1888a60108
3568	f	940	9e76ad48-b700-4327-856a-432cc6f1b637
3591	f	941	9ee1e18d-a0b8-414d-a65e-955b76d41107
1206	f	942	9ee4c679-d0b3-4438-a489-e9b6b0823ca2
2748	f	944	9ef7b87d-c65f-4250-bab3-ed03ca29fa39
4173	f	946	9f46b154-e6ba-4555-82b8-30708092fae8
4062	f	947	9f96d12e-9b75-48d5-8c8a-3dc6479b984a
3805	f	948	9fabd2d6-cfbb-4d6f-b6e9-caf1fd5c630a
3568	f	950	9fcdd5e2-be75-448c-a59d-191a424e21bf
232	f	951	a00b922e-37bc-4b48-8d0c-9ccd5efbcb13
1386	f	952	a01ebf2e-75dc-401b-ab64-18fc890efd23
1196	f	953	a028ebce-1230-4686-9e42-996d7f490148
1278	f	955	a03b17b7-886b-4ab0-a59b-ce25337a971d
2218	f	956	a0deac13-52b9-4ba0-b8f9-68abb00f1b2d
3211	f	957	a0f0a5c1-2478-441d-8525-8d23b5405228
4150	f	958	a105ab73-a6cf-4354-99d4-1423103358d6
3670	f	959	a10d2b80-67bd-4e28-a7a1-f1750a99564a
4312	f	959	a10d2b80-67bd-4e28-a7a1-f1750a99564a
2690.1	f	959	a10d2b80-67bd-4e28-a7a1-f1750a99564a
3667	f	959	a10d2b80-67bd-4e28-a7a1-f1750a99564a
3668	f	960	a153d091-e9ea-4009-97ae-d4327ed596dd
3814	f	962	a1c87999-80f1-416e-9d81-8845f1999bb4
3938	f	963	a1cdc5df-6e30-4bb4-a3e5-5b5582a6dfbb
3470	f	964	a1d3567e-a84f-4b78-8942-82c6441a8d0b
1196	f	966	a2990653-44e1-4f39-987e-b50ac7b6e1ad
3859	f	967	a2bef3b7-74b1-4edd-93e6-cd9ebcd7dbd8
2690.3	f	968	a305fa9b-e0af-4af3-b08d-34f0f47ca57b
2690.2	f	968	a305fa9b-e0af-4af3-b08d-34f0f47ca57b
3858	f	969	a33287d2-7dfb-4196-8a59-e89b242c4989
4247	f	972	a3e433ff-a614-4a04-adf6-ace9abe83053
1196	f	973	a3e8249d-1ab6-44bf-a516-e6db7c9d1980
3524	f	975	a41fd82f-005d-4d84-b17b-953786e14478
3855.2	f	976	a46dcaec-36cb-4e58-991d-32649ba2e9d3
3799	f	979	a4e0aae1-4351-4ea6-a6cc-f84154db9965
4159	f	979	a4e0aae1-4351-4ea6-a6cc-f84154db9965
3023	f	980	a5a1fd52-0a84-4403-bc1b-8f1a1acbd8e2
3151	f	980	a5a1fd52-0a84-4403-bc1b-8f1a1acbd8e2
2218	f	982	a606978f-5e11-48c9-8a8f-15bafdcd59a5
3545	f	983	a71a0a48-f3d5-4612-ac50-de49856ed610
4301	f	984	a72f3f68-2d44-4223-a8bc-32f32271d779
3938	f	984	a72f3f68-2d44-4223-a8bc-32f32271d779
4185	f	985	a73417fb-564e-4a6e-a838-41c123e8629a
3639	f	986	a74659fe-0b3d-4411-a868-9aa457eaf89b
4013	f	987	a764cd37-1cf7-41ba-958e-906d7aac9dd0
4224.1	f	989	a76f7309-0dd3-4176-8f20-ebe19b4d8e9d
3674	f	991	a7d56acd-2a81-417a-99ce-7785deb52287
3674	f	998	a9014ec3-6f72-48c3-9ac3-d05e460f80d5
4171	f	1001	a95646dd-f96e-42e0-a11f-f9fc843651d6
3924	f	1002	a9cbbc3b-2500-4eb4-8459-1875ee4006b6
1129	f	1005	aa3b9b11-423c-42b8-bbcd-bf3e3335bbf9
3456	f	1006	aa615c07-a1c3-4a32-946b-1e6e8ee02278
4165	f	1008	aa7280ca-07c5-4e10-b83c-84c5d4dcfbe6
3854	f	1009	aa86c2c5-7282-44df-8edd-f3cb1d181624
3673	f	1011	aa96e738-ec3f-472a-b741-3375b61e26af
3769	f	1012	aaa1dae5-f5b2-42ca-87ee-db9f69d928cd
3769	f	1013	aab6742e-a9ce-45d8-b301-940e6afb0fdd
3580	f	1014	aaeda90f-b22c-4bae-8953-f62a0f4570fa
141	f	1018	ac370e35-6945-4f4c-a71c-a794c75da4c3
3664	f	1019	ac381546-596e-4d9b-bd01-11e389fa5276
2218	f	1020	ac5cf0ee-6674-4b17-9590-40ac12354644
3575	f	1022	acbf2909-36e1-47d1-a6e6-e71f0c870258
3545	f	1023	acfb4c51-365e-42d5-8561-60c3c4eee08a
3568	f	1025	ad4d883f-743b-45a1-94be-9cede10b31f9
4013	f	1026	ada152dc-83ec-4558-8b0e-e50a5310b519
3571	f	1027	ade243cd-fbc5-470b-9b14-0798a91f175e
4180	f	1028	ade491b1-f754-43c3-967b-5bdff3bb9f71
1206	f	1030	adfc2bca-046f-463a-a1e6-5a5b7fc67498
4170	f	1031	ae1bc960-bfdc-4652-b4df-bd45fcbd0dae
4013	f	1033	ae38f1e6-4d80-4499-a1ea-2a46fea11e93
3571	f	1034	aebfccca-d238-4815-ad30-e81be2a1c740
3210	f	1035	aed63c15-7f48-4fb6-a2f0-de1e5a1c2caf
3573	f	1038	af526fe4-93fd-4ed5-bfde-a7b959a82be4
3805	f	1039	af6211f1-80ce-422c-ab3d-e8a978097f2a
2833	f	1042	afeb0102-37ad-4714-b827-6fa2f998887d
3859	f	1045	b07b403d-cbd6-4f03-bff2-d26c903d260e
3673	f	1046	b08f7fbb-8944-486c-994f-2520446c44b0
4011	f	1047	b09c4bcc-c313-47b0-be25-876a2fe1cf47
3232	f	1051	b1a2ca41-bf87-4118-8145-851b0fb10b74
1219	f	1053	b1efdae0-9037-47a7-89d7-4f6a6cc889c7
3469.1	f	1054	b1f87ee5-853e-4b55-bfbb-51b0694839f5
2685	f	1054	b1f87ee5-853e-4b55-bfbb-51b0694839f5
2811	f	1056	b27d32a4-d72a-4107-a512-7c906996930e
3545	f	1058	b333b668-e0bb-4ec3-bbe6-87feffc1a503
3670	f	1059	b377139c-99a6-43cd-b3f4-903dab9e0c9c
2690.1	f	1059	b377139c-99a6-43cd-b3f4-903dab9e0c9c
3667	f	1059	b377139c-99a6-43cd-b3f4-903dab9e0c9c
3745	f	1062	b4655d3d-dcd1-41d8-8c8b-541cf4733dcc
1871.1	f	1063	b489f5bb-d2e6-434a-927b-f1a14620c86f
3640	f	1064	b4a65862-45cc-4be7-9137-3837edf24520
3568	f	1065	b4aea4ad-1765-4a9b-8d64-b8f9758726c7
3805	f	1066	b4bc3d54-b97c-47b3-b621-e1bda609cfa9
3805	f	1067	b4fe3a00-2e30-4f60-afae-07403e4e34cf
2218	f	1068	b5122cf7-c93f-401d-94c6-7e806ffed963
1610	f	1069	b532c1c4-a707-4fac-8569-5899fde86553
4171	f	1070	b55bff54-81ab-4b47-88ae-d7c4a1d1cafc
3862	f	1071	b5988b4d-d08e-4092-b3cd-a2a93fd685a1
3673	f	1075	b60cb3b1-b5b5-48fb-b71c-f94d8aba408e
2690.4	f	1076	b60dd628-160e-45b5-bbbc-4db15a56a845
3673	f	1079	b69d18ee-baff-497b-b489-73242913c6e7
1129	f	1080	b6c4c34b-fc61-40b2-bfc8-0d6fc9660015
3397	f	1083	b74de9ed-5079-41ed-8b89-4e704f6ff195
4164.2	f	1084	b7a68b89-85bb-452f-a853-cb0b2800ab86
3805	f	1090	b8afd193-8ad5-4bd4-8577-7fa589576486
3151	f	1091	b8de0ad9-518c-4782-9924-dc3697718a36
3859	f	1093	b92d4068-9026-4108-95be-891e549cf010
3568	f	1094	b9749cec-ff92-4c47-b307-771512730047
3573	f	1096	b9b3c146-dac9-40b9-9730-bdf6cb1c3e25
4141	f	1097	b9d2a06b-d662-42b3-8f94-1f13d549616d
3525	f	1099	b9ff89ac-7242-4411-beef-5678ddec6269
3336	f	1101	ba41fb79-ae84-4472-a255-b0d010595b7f
3524	f	1102	ba859f54-3fcc-4b8f-a533-8dc972a63a3e
2745	f	1103	ba89a68e-5c80-4f21-8be5-0213f6edc8d8
3805	f	1105	baffec87-6ddc-49b2-8e81-660d2f5a7ca0
3769	f	1106	bb2bce1b-6363-4260-bd6f-0ac1d275f12c
3411	f	1109	bbcebb00-b07b-4f5c-97ef-254e298740ba
3938	f	1110	bc170f07-8f78-49fd-bcac-db6726ae3592
4215	f	1111	bc4464dc-096b-4b81-8dd3-85c8f11c876d
3938	f	1114	bc9a7ad4-c2f6-4530-adb8-1d05dff7d43c
3854	f	1117	bd4dcc73-7681-4b25-9a97-487de228a7ce
2817	f	1119	bd6295a0-9704-4310-b8b8-ef51e9fd5d82
3568	f	1121	bd79580f-d18c-48d6-8d98-2db1f9d7d109
3648	f	1122	bd93db7f-52fe-497d-809f-bce53bb46872
4171	f	1123	bdb02b8f-51d4-4e86-8ed5-e36d6f7bb23f
4217	f	1125	be4bc652-db12-4d88-90a9-f8644f2cf2d7
3859	f	1127	be756a89-9152-44f1-ba5e-1e044c88a86c
3814	f	1128	bea82459-e3ea-46d8-85a0-1c1b033ab841
4224.1	f	1129	bebc43d9-a645-41cb-bb80-07627699a84b
1196	f	1132	beeabd1c-84a1-4491-a20c-869f1792112f
3853	f	1135	bf13fd76-65da-4420-ae6d-16ae39e15c04
2817	f	1136	bf43b1ef-d399-4e9c-914b-666f8ff48fdd
4224.1	f	1138	bfa7faac-ee03-4863-8024-250ddd38c5b6
3769	f	1139	bfbe6e6a-3a85-4738-a684-994c39e8377b
3707	f	1140	c06c34e1-3b2e-40f1-b483-63740570aaa3
4136	f	1141	c07b7275-ad14-4032-b3d5-28eccdf92aef
1196	f	1144	c0b5e806-7609-44ba-b511-b7ff0cc9de88
3151	f	1146	c0f70799-530f-4d32-8c87-44374ce78b8d
4254	f	1147	c0fbd244-b232-4c05-ac78-0a3da462b4e0
3799	f	1149	c17be7df-8293-46a9-9494-53d13fbfaa84
3311	f	1149	c17be7df-8293-46a9-9494-53d13fbfaa84
3151	f	1151	c22e825f-04c6-4088-a1d1-7409d5ae8578
3859	f	1152	c2423b9d-3050-4d75-93fc-e344f78ce2d7
4301	f	1153	c2667c6c-da98-4c81-891b-7c64d0a8f607
3938	f	1153	c2667c6c-da98-4c81-891b-7c64d0a8f607
3801	f	1155	c30bf5bb-21ad-4704-980c-15d6248efec3
3469.1	f	1156	c333a58a-ef39-4c32-9cb9-6859e33baa50
2685	f	1156	c333a58a-ef39-4c32-9cb9-6859e33baa50
1219	f	1157	c3582844-0f15-402f-8fb1-eb6052871c3d
3151	f	1158	c3818197-0551-460e-86ad-6854132110b1
546	f	1159	c38710aa-b463-48e0-a79c-878276971dac
4224.1	f	1160	c3d0daec-1bc9-4f89-8ac9-89f84ea50809
3943	f	1162	c3f1370c-b005-4be9-8107-1cf4485ddd36
3560	f	1163	c45467e9-8a6b-45b2-9717-4db46848be66
3929	f	1164	c45edfac-e4e1-4853-a94e-2f28fb4599c1
3568	f	1165	c4dd832c-1bd8-426a-85c0-e6afcd186807
3568	f	1167	c52884c0-ba37-4719-8ec8-33652b7257cc
4215	f	1168	c54d89c8-ab27-4935-8d61-dc98be52a759
4163	f	1169	c557919c-ef62-4c61-ab26-9b600d71584f
3687	f	1171	c5a9dbe0-1179-432e-97fd-2e312ba12f4a
3674	f	1173	c5ba76d1-f22c-41b3-bcb5-bdad9767812d
4173	f	1176	c60be320-f228-4a66-aced-d5a0a700596f
3442	f	1178	c66c4b06-cea5-4b5e-b1ee-8c2a025e27cb
4215	f	1179	c67c0d92-b2b5-40dc-bd35-bf2e94f2e059
4215	f	1180	c6e29347-cafc-4c82-862b-cd703bdf7253
1206	f	1181	c6e88fee-c2e7-4bd2-abfe-cba42c40a51c
3659	f	1182	c70a3e0f-4d7a-44f3-8ec1-1d465eb6d5be
3859	f	1186	c79d2a22-9a50-44c1-9d1a-fac751514f5f
4301	f	1187	c79e9b0f-7172-4aea-b924-4542d54cb3d0
3938	f	1187	c79e9b0f-7172-4aea-b924-4542d54cb3d0
2690.3	f	1188	c7acc28d-cdcb-4da9-a99d-1b16300dc77d
2690.2	f	1188	c7acc28d-cdcb-4da9-a99d-1b16300dc77d
2173	f	1189	c7bbc67c-b2b5-4178-a104-9dcc99041b48
3336	f	1192	c8470641-8003-4fb1-a1f4-a0063052cd39
3769	f	1196	c8d0efd3-8918-4efb-b20f-487351ff810f
3545	f	1197	c8f6de1b-3203-439f-9b83-0c4470155dad
4215	f	1201	ca8eeb37-bd30-4279-87a4-a89df8b07742
4289	f	1203	caed5eb4-e4c3-4cee-9ca4-076d99b80867
3670	f	1207	cb8377bb-8c64-4837-8116-6bdbeaab6e74
4312	f	1207	cb8377bb-8c64-4837-8116-6bdbeaab6e74
2690.1	f	1207	cb8377bb-8c64-4837-8116-6bdbeaab6e74
3667	f	1207	cb8377bb-8c64-4837-8116-6bdbeaab6e74
4269	f	1208	cb98c6a4-6f79-49b2-a06e-a646fe2080f6
3545	f	1209	cbad0da1-0383-498e-a05f-7121ab6dad21
3674	f	1210	cbb90eed-05a8-4988-acaf-eacf9052bec0
3673	f	1213	cc5c1cd5-5f18-4988-9996-efaf9e9e812b
2690.3	f	1215	cced66a3-f66c-4241-95b5-98134d266b16
2690.2	f	1215	cced66a3-f66c-4241-95b5-98134d266b16
3577	f	1216	cd1ca342-451e-4299-80b7-f2db8718afe9
899	f	1217	cd731418-bf89-4fdd-ac47-12b8ace35ce3
3673	f	1219	cd7454a1-e0df-4e1d-b8e7-ab461ee4cac0
1196	f	1222	cdeddfbc-69d6-4643-80f7-8ba9e7c67426
4224.1	f	1223	ce3c4737-d348-4c99-8b00-21a176172577
2218	f	1225	ceca0f74-4804-4f1b-be65-bd95f02e734e
4081	f	1227	cee19d44-a33d-4d77-bfe5-1555a66d5db0
4224.1	f	1229	cf3584ca-13b5-40f3-8097-98582d16cab9
3980	f	1230	cf52a607-b8f8-49d5-8da2-78a7c3652fe8
3769	f	1231	cf58218f-8945-4e49-8d09-76a1478e744b
3568	f	1233	d05ddd47-632e-447c-a849-fb8f8e867db5
3568	f	1235	d110ec4a-8cd9-4cc9-adb1-532e620cdd01
